alt barom Gx Gy Gz Ax Ay Az Mx My Mz t GPS_La GPS_Lo
2.20 994.63 -1.97 2.04 -5.17 -0.68 -0.56 -0.49 0.73 -0.32 -0.27 1523.252 4054.02 7452.08
2.34 994.61 16.41 -1.36 26.49 -0.62 -0.61 -0.63 0.73 -0.32 -0.28 1523.755 4054.02 7452.08
2.84 994.56 -2.86 -13.24 26.14 -0.63 -0.68 -0.41 0.71 -0.24 -0.24 1524.256 4054.02 7452.08
2.94 994.54 -32.03 2.77 35.66 -0.73 -0.75 -0.13 0.70 -0.11 -0.20 1524.756 4054.02 7452.08
2.33 994.62 -50.51 221.62 -30.17 -0.33 -0.40 0.48 0.69 0.08 -0.33 1525.261 4054.02 7452.08
2.70 994.57 -13.19 -14.93 16.05 -0.88 0.44 0.14 0.79 -0.19 -0.68 1525.761 4054.02 7452.08
2.64 994.58 6.50 7.39 -3.51 -0.96 0.36 0.08 0.79 -0.17 -0.69 1526.257 4054.02 7452.08
2.17 994.64 12.92 19.65 8.26 -0.80 0.67 0.53 0.86 -0.16 -0.74 1526.759 4054.02 7452.08
2.64 994.58 33.83 -84.13 4.57 -0.98 0.16 0.01 0.73 -0.14 -0.60 1527.262 4054.02 7452.08
2.92 994.55 27.46 56.81 -18.59 -0.86 -0.24 0.23 0.68 -0.01 -0.49 1527.764 4054.02 7452.08
2.34 994.61 51.63 -39.66 -53.65 -0.56 -0.79 -0.35 0.76 -0.26 -0.18 1528.265 4054.02 7452.08
2.69 994.57 45.23 39.98 -14.24 -0.23 -0.56 -0.72 0.90 -0.47 -0.22 1528.765 4054.02 7452.08
2.91 994.55 -12.67 2.00 -0.47 -0.34 -0.24 -1.0 0.98 -0.57 -0.40 1529.266 4054.02 7452.08
2.75 994.57 0.44 6.25 4.80 -0.36 -0.39 -0.84 0.93 -0.54 -0.37 1529.763 4054.02 7452.08
2.26 994.62 -1.13 -29.09 6.44 -0.34 -0.37 -0.88 0.92 -0.53 -0.34 1530.267 4054.02 7452.08
2.58 994.59 5.96 -0.10 2.09 -0.31 -0.62 -0.66 0.91 -0.52 -0.35 1530.766 4054.02 7452.08
2.81 994.56 2.63 -2.50 -0.90 -0.39 -0.41 -0.82 0.91 -0.53 -0.34 1531.269 4054.02 7452.08
2.20 994.63 4.77 -12.08 3.61 -0.20 -0.54 -0.72 0.95 -0.52 -0.22 1531.769 4054.02 7452.08
2.42 994.61 2.47 2.38 4.42 -0.31 -0.59 -0.73 0.92 -0.51 -0.24 1532.268 4054.02 7452.08
2.40 994.61 2.57 -5.99 7.26 -0.33 -0.59 -0.7 0.90 -0.49 -0.23 1532.77 4054.02 7452.08
2.04 994.65 0.89 -13.03 -4.24 -0.37 -0.65 -0.72 0.89 -0.48 -0.21 1533.274 4054.02 7452.08
2.91 994.55 -7.08 -13.66 3.47 -0.20 -0.76 -0.62 0.93 -0.47 -0.16 1533.774 4054.02 7452.08
2.28 994.62 2.62 4.58 2.39 -0.22 -0.76 -0.69 0.93 -0.46 -0.13 1534.272 4054.02 7452.08
2.54 994.59 3.96 0.31 4.61 -0.25 -0.70 -0.6 0.92 -0.46 -0.16 1534.773 4054.02 7452.08
2.61 994.58 -24.36 12.31 -2.62 -0.29 -0.72 -0.6 0.92 -0.46 -0.17 1535.279 4054.02 7452.08
2.04 994.65 -0.67 7.80 -8.67 -0.25 -0.70 -0.59 0.92 -0.45 -0.15 1535.777 4054.02 7452.08
2.42 994.61 9.85 -0.33 7.19 -0.21 -0.74 -0.67 0.93 -0.45 -0.15 1536.277 4054.02 7452.08
2.49 994.60 19.77 -17.18 0.86 -0.18 -0.75 -0.63 0.93 -0.46 -0.15 1536.78 4054.02 7452.08
2.29 994.62 -0.18 -2.27 0.21 -0.21 -0.79 -0.59 0.93 -0.45 -0.13 1537.281 4054.02 7452.08
2.73 994.57 4.54 -5.37 4.00 -0.21 -0.76 -0.6 0.93 -0.44 -0.13 1537.78 4054.02 7452.08
2.68 994.57 -1.36 -0.81 -3.00 -0.19 -0.80 -0.59 0.93 -0.43 -0.12 1538.283 4054.02 7452.08
2.76 994.57 9.62 -4.35 5.05 -0.26 -0.75 -0.61 0.93 -0.43 -0.11 1538.782 4054.02 7452.08
2.74 994.57 0.64 1.16 0.45 -0.19 -0.81 -0.6 0.93 -0.43 -0.11 1539.282 4054.02 7452.08
2.22 994.63 1.84 1.79 1.59 -0.16 -0.86 -0.55 0.93 -0.43 -0.12 1539.783 4054.02 7452.08
2.50 994.60 -1.18 5.96 -4.67 -0.09 -0.55 -0.35 0.93 -0.43 -0.12 1540.286 4054.02 7452.08
2.71 994.57 4.67 1.89 3.17 -0.18 -0.86 -0.56 0.93 -0.43 -0.11 1540.786 4054.02 7452.08
2.54 994.59 -4.72 6.69 6.11 -0.29 -0.74 -0.58 0.93 -0.43 -0.12 1541.288 4054.02 7452.08
2.10 994.64 -12.10 -2.54 -13.87 -0.18 -0.81 -0.52 0.93 -0.43 -0.12 1541.793 4054.02 7452.08
2.60 994.58 -0.58 -1.09 6.99 -0.22 -0.79 -0.54 0.93 -0.44 -0.12 1542.291 4054.02 7452.08
2.30 994.62 0.60 -1.53 2.42 -0.20 -0.79 -0.52 0.93 -0.43 -0.13 1542.792 4054.02 7452.08
2.53 994.59 -4.39 -0.38 -1.41 -0.21 -0.82 -0.53 0.93 -0.43 -0.11 1543.294 4054.02 7452.08
2.14 994.64 -3.17 -2.67 4.71 -0.19 -0.83 -0.55 0.94 -0.42 -0.10 1543.794 4054.02 7452.08
2.06 994.65 0.45 -6.38 2.28 -0.15 -0.82 -0.53 0.94 -0.43 -0.11 1544.294 4054.02 7452.08
2.31 994.62 -2.99 -3.96 -0.09 -0.11 -0.86 -0.52 0.95 -0.42 -0.09 1544.798 4054.02 7452.08
2.60 994.58 -4.68 -5.80 3.89 -0.01 -0.90 -0.47 0.96 -0.38 -0.05 1545.297 4054.02 7452.08
2.49 994.60 9.81 0.97 20.57 -0.05 -0.91 -0.26 0.98 -0.33 -0.01 1545.797 4054.02 7452.08
2.69 994.57 -0.74 -18.46 -69.68 -0.04 -1.05 -0.55 1.01 -0.39 -0.04 1546.321 4054.02 7452.08
2.59 994.58 9.21 32.72 -7.35 0.02 -0.79 -0.58 1.01 -0.46 -0.10 1546.8 4054.02 7452.08
2.36 994.61 2.92 -22.35 49.74 -0.26 -1.02 -0.42 0.99 -0.43 -0.07 1547.302 4054.02 7452.08
2.03 994.65 -22.06 -23.70 4.01 -0.04 -0.93 -0.56 0.96 -0.33 -0.03 1547.804 4054.02 7452.08
2.37 994.61 -7.96 -35.90 97.26 0.04 -0.90 -0.26 1.01 -0.24 0.03 1548.304 4054.02 7452.08
2.45 994.60 22.82 13.46 -51.37 0.21 -1.21 -0.13 0.95 -0.24 0.00 1548.805 4054.02 7452.08
2.34 994.61 16.68 -10.23 15.00 -0.21 -0.78 -0.51 1.02 -0.27 0.02 1549.306 4054.02 7452.08
2.36 994.61 -4.92 -0.88 -19.34 0.11 -0.79 -0.41 1.05 -0.31 0.01 1549.806 4054.02 7452.08
2.47 994.60 -3.99 17.39 -60.05 0.06 -0.86 -0.42 1.02 -0.35 -0.02 1550.308 4054.02 7452.08
2.20 994.63 15.90 -2.10 22.04 0.31 -0.86 -0.38 1.13 -0.37 0.01 1550.808 4054.02 7452.08
2.28 994.62 30.09 18.64 8.34 0.49 -0.71 -0.25 1.21 -0.37 0.01 1551.326 4054.02 7452.08
2.61 994.58 -9.61 -5.17 -7.01 0.21 -0.82 -0.53 1.14 -0.34 0.01 1551.809 4054.02 7452.08
2.42 994.60 5.14 -15.72 -7.62 0.28 -0.85 -0.44 1.14 -0.35 0.01 1552.31 4054.02 7452.08
2.91 994.55 7.24 -10.66 12.97 0.41 -0.81 -0.44 1.20 -0.35 0.02 1552.812 4054.02 7452.08
2.48 994.60 -14.31 -43.73 55.41 0.46 -0.85 -0.54 1.20 -0.35 0.01 1553.314 4054.02 7452.08
1.90 994.67 11.74 -5.13 35.25 0.22 -0.94 -0.45 1.23 -0.27 0.07 1553.813 4054.02 7452.08
2.50 994.60 0.75 53.96 -101.16 0.29 -0.87 -0.55 1.12 -0.32 0.02 1554.315 4054.02 7452.08
2.66 994.58 7.06 5.89 17.74 0.19 -0.92 -0.22 1.11 -0.28 0.02 1554.813 4054.02 7452.08
2.17 994.63 -2.76 3.66 -0.27 0.14 -0.96 -0.26 1.08 -0.27 0.03 1555.315 4054.02 7452.08
2.75 994.57 18.24 22.45 22.71 0.06 -0.89 -0.35 1.02 -0.31 0.00 1555.817 4054.02 7452.08
2.36 994.61 -6.96 -8.88 20.84 -0.07 -0.97 -0.38 0.97 -0.28 -0.02 1556.335 4054.02 7452.08
2.39 994.61 8.49 -5.31 11.65 -0.08 -0.90 -0.36 1.01 -0.25 0.00 1556.819 4054.02 7452.08
2.31 994.62 -4.91 12.70 7.91 -0.08 -0.97 -0.32 1.00 -0.21 0.01 1557.398 4054.02 7452.08
2.45 994.60 0.52 -3.70 -1.02 -0.09 -0.87 -0.32 0.97 -0.21 0.01 1557.821 4054.02 7452.08
2.59 994.59 0.55 -1.04 14.25 -0.17 -0.92 -0.3 0.95 -0.15 -0.00 1558.324 4054.02 7452.08
1.99 994.66 7.89 2.01 28.74 -0.17 -0.92 -0.28 0.97 -0.15 0.01 1558.823 4054.02 7452.08
2.07 994.65 12.49 -10.10 5.96 -0.18 -0.96 -0.28 0.98 -0.15 0.01 1559.327 4054.02 7452.08
2.01 994.65 4.67 1.00 -1.72 -0.14 -0.94 -0.3 0.98 -0.17 0.02 1559.825 4054.02 7452.08
2.06 994.65 4.03 -2.28 1.94 -0.13 -0.92 -0.35 0.99 -0.18 0.02 1560.327 4054.02 7452.08
2.21 994.63 3.76 1.97 -3.25 -0.07 -0.89 -0.3 1.01 -0.18 0.02 1560.827 4054.02 7452.08
2.23 994.63 3.54 5.47 -1.92 -0.12 -0.91 -0.42 0.99 -0.21 0.01 1561.328 4054.02 7452.08
2.01 994.65 0.97 11.10 -5.15 -0.12 -0.96 -0.38 0.98 -0.22 0.01 1561.83 4054.02 7452.08
2.26 994.62 -27.40 16.30 -32.36 -0.15 -0.90 -0.27 0.94 -0.18 -0.01 1562.336 4054.02 7452.08
1.98 994.66 21.29 6.43 7.48 -0.25 -0.91 -0.32 0.93 -0.22 -0.02 1562.832 4054.02 7452.08
2.21 994.63 58.15 42.74 -20.25 -0.37 -0.60 -0.68 0.83 -0.36 -0.17 1563.356 4054.02 7452.08
2.15 994.64 33.56 47.56 -73.81 -0.32 -0.37 -0.92 0.93 -0.53 -0.32 1563.837 4054.02 7452.08
2.71 994.57 25.72 43.66 -42.56 0.09 -0.15 -0.82 1.28 -0.63 -0.40 1564.392 4054.02 7452.08
3.15 994.52 -7.39 165.82 -10.03 0.20 -0.35 -0.95 1.32 -0.60 -0.46 1564.839 4054.02 7452.08
2.29 994.62 15.03 70.74 -20.18 0.08 -0.41 -0.82 1.40 -0.58 -0.33 1565.339 4054.02 7452.08
2.66 994.58 5.70 3.16 -31.95 0.06 -0.35 -0.97 1.39 -0.58 -0.31 1565.838 4054.02 7452.08
2.26 994.62 -10.62 -28.94 -18.10 0.15 -0.44 -0.88 1.43 -0.56 -0.29 1566.396 4054.02 7452.08
2.52 994.59 0.36 -2.94 -3.12 0.30 -0.55 -0.86 1.45 -0.53 -0.26 1566.84 4054.02 7452.08
2.12 994.64 2.44 6.07 2.50 0.29 -0.55 -0.91 1.46 -0.53 -0.27 1567.404 4054.02 7452.08
2.43 994.60 6.32 15.65 0.01 0.22 -0.50 -0.81 1.46 -0.53 -0.27 1567.841 4054.02 7452.08
2.52 994.59 0.12 -30.20 -4.28 0.26 -0.47 -0.88 1.45 -0.53 -0.27 1568.398 4054.02 7452.08
2.46 994.60 0.52 9.07 3.75 0.25 -0.58 -0.89 1.45 -0.53 -0.27 1568.842 4054.02 7452.08
2.63 994.58 0.09 36.51 10.57 0.12 -0.36 -0.72 1.46 -0.53 -0.26 1569.424 4054.02 7452.08
2.62 994.58 -14.81 -22.54 13.91 0.28 -0.46 -0.8 1.45 -0.54 -0.29 1569.849 4054.02 7452.08
2.71 994.57 -13.29 -37.86 19.85 0.15 -0.52 -0.98 1.41 -0.57 -0.32 1570.403 4054.02 7452.08
2.44 994.60 3.75 10.36 -0.43 0.28 -0.35 -0.83 1.39 -0.59 -0.33 1570.848 4054.02 7452.08
2.57 994.59 6.99 -12.53 -10.11 0.42 -0.59 -0.78 1.41 -0.57 -0.33 1571.374 4054.02 7452.08
2.16 994.64 7.03 5.53 0.05 0.27 -0.51 -0.8 1.41 -0.56 -0.31 1571.848 4054.02 7452.08
2.70 994.57 1.98 24.55 5.24 0.24 -0.45 -0.82 1.42 -0.57 -0.32 1572.35 4054.02 7452.08
2.40 994.61 5.07 1.69 0.48 0.21 -0.40 -0.89 1.42 -0.57 -0.32 1572.85 4054.02 7452.08
2.76 994.57 0.68 24.97 3.18 0.25 -0.47 -0.86 1.42 -0.57 -0.32 1573.352 4054.02 7452.08
2.60 994.58 4.11 -9.09 22.61 0.28 -0.47 -0.84 1.39 -0.58 -0.35 1573.854 4054.02 7452.08
2.57 994.59 5.04 -94.24 26.62 0.25 -0.31 -0.88 1.31 -0.61 -0.42 1574.356 4054.02 7452.08
2.49 994.60 8.65 -32.59 10.80 0.04 -0.18 -1.03 1.19 -0.62 -0.43 1574.857 4054.02 7452.08
2.20 994.63 -14.42 -82.75 3.13 0.05 -0.21 -1.11 1.17 -0.62 -0.39 1575.433 4054.02 7452.08
2.13 994.64 0.23 12.94 1.13 0.22 -0.19 -0.94 1.15 -0.61 -0.32 1575.858 4054.02 7452.08
2.52 994.59 8.90 8.76 3.70 0.18 -0.16 -0.92 1.16 -0.61 -0.35 1576.437 4054.02 7452.08
1.80 994.68 -1.02 4.12 4.13 0.17 -0.16 -0.96 1.16 -0.61 -0.37 1576.86 4054.02 7452.08
2.26 994.62 5.38 -15.17 -0.33 0.21 -0.32 -0.97 1.16 -0.61 -0.33 1577.363 4054.02 7452.08
2.16 994.64 32.27 15.22 2.83 -0.02 -0.04 -0.98 1.11 -0.60 -0.47 1577.865 4054.02 7452.08
1.96 994.66 -4.41 1.52 -4.51 -0.05 0.05 -1.03 1.11 -0.58 -0.51 1578.433 4054.02 7452.08
2.84 994.56 -10.12 -1.15 2.02 -0.03 -0.04 -0.99 1.10 -0.59 -0.46 1578.867 4054.02 7452.08
2.52 994.59 4.29 -6.86 -6.44 0.05 -0.06 -0.98 1.10 -0.60 -0.44 1579.367 4054.02 7452.08
2.56 994.59 -49.44 38.91 -23.81 0.10 -0.27 -0.9 1.16 -0.61 -0.40 1579.871 4054.02 7452.08
1.77 994.68 3.72 -26.88 -7.43 0.23 -0.32 -0.89 1.17 -0.61 -0.34 1580.37 4054.02 7452.08
2.34 994.62 35.15 3.26 11.56 0.31 -0.47 -0.9 1.21 -0.60 -0.30 1580.869 4054.02 7452.08
2.62 994.58 -1.29 -10.45 4.87 0.21 -0.30 -0.94 1.19 -0.61 -0.33 1581.395 4054.02 7452.08
2.24 994.63 1.92 -6.85 2.43 0.22 -0.31 -0.95 1.18 -0.61 -0.33 1581.871 4054.02 7452.08
2.22 994.63 -2.72 -2.09 -0.87 0.19 -0.31 -0.91 1.19 -0.62 -0.32 1582.437 4054.02 7452.08
2.49 994.60 2.07 -3.12 -0.81 0.25 -0.29 -0.89 1.19 -0.61 -0.32 1582.873 4054.02 7452.08
2.02 994.65 5.28 0.56 -2.27 0.22 -0.34 -0.9 1.18 -0.61 -0.31 1583.392 4054.02 7452.08
2.04 994.65 1.44 8.22 -0.47 0.24 -0.36 -0.87 1.19 -0.60 -0.31 1583.875 4054.02 7452.08
2.98 994.54 -4.56 -6.66 1.57 0.26 -0.35 -0.89 1.20 -0.60 -0.29 1584.473 4054.02 7452.08
2.93 994.54 -1.20 0.95 0.74 0.30 -0.29 -0.91 1.21 -0.60 -0.29 1584.876 4054.02 7452.08
2.70 994.57 -5.72 -6.46 4.17 0.33 -0.35 -0.86 1.22 -0.60 -0.28 1585.473 4054.02 7452.08
3.01 994.54 -5.21 -52.47 24.32 0.25 -0.26 -0.88 1.19 -0.59 -0.25 1585.882 4054.02 7452.08
2.40 994.61 7.49 5.02 2.74 0.18 -0.17 -0.95 1.17 -0.59 -0.25 1586.418 4054.02 7452.08
2.38 994.61 6.43 20.57 -2.23 0.22 -0.20 -0.95 1.15 -0.59 -0.29 1586.881 4054.02 7452.08
2.43 994.60 8.05 21.40 -0.20 0.22 -0.15 -0.95 1.14 -0.61 -0.32 1587.481 4054.02 7452.08
2.57 994.59 2.76 5.05 0.62 0.20 -0.16 -0.97 1.15 -0.61 -0.33 1587.881 4054.02 7452.08
2.26 994.62 1.38 -10.82 0.97 0.20 -0.17 -0.96 1.15 -0.60 -0.33 1588.484 4054.02 7452.08
2.46 994.60 -5.00 8.16 4.15 0.17 -0.21 -0.97 1.14 -0.60 -0.32 1588.884 4054.02 7452.08
2.20 994.63 -19.98 -5.29 -7.41 0.17 -0.25 -0.95 1.14 -0.59 -0.25 1589.466 4054.02 7452.08
2.37 994.61 -3.31 39.07 -21.30 0.26 -0.25 -0.85 1.22 -0.60 -0.27 1589.89 4054.02 7452.08
2.63 994.58 5.10 -25.00 -11.65 0.49 -0.22 -0.81 1.21 -0.61 -0.28 1590.489 4054.02 7452.08
2.26 994.62 -15.51 36.30 -19.16 0.29 -0.33 -0.9 1.22 -0.61 -0.32 1590.892 4054.02 7452.08
2.05 994.65 23.57 43.46 15.72 0.25 -0.17 -0.84 1.19 -0.61 -0.33 1591.489 4054.02 7452.08
2.04 994.65 41.92 52.31 18.99 0.13 -0.13 -0.94 1.14 -0.61 -0.40 1591.892 4054.02 7452.08
2.66 994.58 -9.05 7.25 14.59 0.05 -0.05 -0.95 1.10 -0.60 -0.47 1592.483 4054.02 7452.08
2.68 994.57 -9.71 0.31 -8.74 0.02 -0.07 -0.98 1.05 -0.59 -0.44 1592.893 4054.02 7452.08
2.59 994.59 -63.37 57.16 -30.96 -0.06 -0.23 -0.63 1.20 -0.62 -0.34 1593.47 4054.02 7452.08
2.08 994.65 16.13 -7.32 1.21 0.11 0.23 -1.0 1.21 -0.60 -0.32 1593.895 4054.02 7452.08
2.05 994.65 1.01 0.31 11.12 0.27 -0.25 -0.89 1.19 -0.60 -0.33 1594.472 4054.02 7452.08
2.19 994.63 12.33 -24.01 11.97 0.21 -0.22 -0.9 1.19 -0.61 -0.34 1594.9 4054.02 7452.08
2.33 994.62 12.47 -11.91 1.47 0.28 -0.28 -0.93 1.17 -0.60 -0.33 1595.465 4054.02 7452.08
2.15 994.64 -0.57 4.96 2.49 0.28 -0.23 -0.94 1.17 -0.61 -0.34 1595.899 4054.02 7452.08
2.63 994.58 -1.00 -13.64 -5.22 0.28 -0.18 -0.89 1.18 -0.61 -0.34 1596.493 4054.02 7452.08
2.32 994.62 -13.62 -71.20 14.54 0.20 -0.22 -0.95 1.12 -0.58 -0.28 1596.905 4054.02 7452.08
2.76 994.57 -8.79 -91.46 44.45 0.13 -0.22 -1.06 1.14 -0.57 -0.21 1597.487 4054.02 7452.08
2.21 994.63 0.51 -33.14 -15.57 -0.11 0.03 -0.89 1.18 -0.57 -0.25 1597.906 4054.02 7452.08
2.27 994.62 19.46 3.35 3.33 -0.05 -0.21 -1.12 1.19 -0.55 -0.22 1598.459 4054.02 7452.08
2.22 994.63 -6.90 11.51 -10.63 -0.03 0.04 -1.06 1.21 -0.57 -0.26 1598.908 4054.02 7452.08
2.26 994.62 6.97 13.17 11.81 0.03 0.01 -0.9 1.24 -0.57 -0.28 1599.504 4054.02 7452.08
2.43 994.60 1.08 1.66 -3.51 -0.07 -0.06 -0.9 1.22 -0.52 -0.32 1599.908 4054.02 7452.08
2.11 994.64 10.18 -22.69 10.56 -0.06 -0.03 -0.95 1.27 -0.50 -0.29 1600.485 4054.02 7452.08
1.98 994.66 1.49 -36.20 -12.89 -0.26 -0.01 -1.02 1.25 -0.53 -0.27 1600.913 4054.02 7452.08
2.27 994.62 -15.30 -58.07 -50.09 0.11 0.07 -0.74 1.33 -0.53 -0.31 1601.51 4054.02 7452.08
2.35 994.61 4.92 -10.89 -0.68 0.05 0.10 -0.97 1.32 -0.54 -0.34 1601.912 4054.02 7452.08
2.30 994.62 4.24 -11.57 -5.35 0.04 0.11 -1.01 1.33 -0.54 -0.36 1602.493 4054.02 7452.08
2.49 994.60 -0.25 0.38 -12.71 -0.00 0.09 -0.96 1.36 -0.54 -0.37 1602.915 4054.02 7452.08
2.21 994.63 8.65 -20.54 12.21 0.09 -0.02 -0.92 1.39 -0.54 -0.41 1603.516 4054.02 7452.08
2.17 994.63 -15.11 -5.47 -4.01 -0.02 0.17 -1.04 1.37 -0.55 -0.42 1603.918 4054.02 7452.08
2.25 994.62 8.44 26.36 -5.78 0.07 0.06 -1.02 1.34 -0.57 -0.37 1604.494 4054.02 7452.08
1.80 994.68 -8.93 -17.36 -3.11 0.01 0.11 -1.06 1.37 -0.57 -0.35 1604.919 4054.02 7452.08
2.30 994.62 7.30 47.56 15.27 -0.01 0.13 -1.06 1.36 -0.58 -0.35 1605.476 4054.02 7452.08
2.80 994.56 -2.48 53.47 5.80 0.05 0.10 -1.01 1.30 -0.57 -0.24 1605.919 4054.02 7452.08
2.24 994.63 8.22 23.94 8.74 0.01 0.16 -1.0 1.21 -0.58 -0.23 1606.5 4054.02 7452.08
2.55 994.59 11.22 23.40 -3.28 -0.00 0.08 -1.06 1.21 -0.58 -0.27 1606.923 4054.02 7452.08
2.15 994.64 -15.95 10.66 6.26 0.12 0.19 -1.04 1.19 -0.58 -0.27 1607.502 4054.02 7452.08
2.63 994.58 8.98 30.90 17.94 -0.25 0.05 -0.93 1.07 -0.54 -0.25 1607.924 4054.02 7452.08
2.61 994.58 17.43 -22.60 -4.63 -0.14 0.03 -0.73 1.11 -0.55 -0.27 1608.504 4054.02 7452.08
2.30 994.62 -0.87 -31.06 8.51 -0.22 0.11 -1.24 1.12 -0.56 -0.29 1608.927 4054.02 7452.08
2.74 994.57 11.18 3.46 14.46 -0.16 -0.06 -1.01 1.06 -0.55 -0.26 1609.494 4054.02 7452.08
2.55 994.59 15.07 -12.07 18.28 -0.46 0.11 -0.9 1.03 -0.54 -0.26 1609.93 4054.02 7452.08
2.49 994.60 0.90 42.84 10.23 -0.43 0.07 -0.98 0.98 -0.53 -0.26 1610.512 4054.02 7452.08
2.35 994.61 7.87 -26.63 1.42 -0.44 0.13 -0.89 0.94 -0.51 -0.27 1610.931 4054.02 7452.08
1.94 994.66 6.51 -50.57 -8.02 -0.46 0.00 -0.8 1.04 -0.55 -0.22 1611.513 4054.02 7452.08
1.94 994.66 16.05 5.07 -7.43 -0.43 -0.03 -0.93 1.06 -0.54 -0.19 1611.934 4054.02 7452.08
2.27 994.62 2.56 6.03 3.03 -0.37 -0.12 -0.93 1.06 -0.55 -0.21 1612.496 4054.02 7452.08
2.55 994.59 5.34 -0.79 3.19 -0.37 -0.05 -0.95 1.07 -0.55 -0.20 1612.936 4054.02 7452.08
2.39 994.61 -0.44 1.93 -0.67 -0.39 -0.06 -0.93 1.07 -0.55 -0.21 1613.517 4054.02 7452.08
2.72 994.57 16.13 -1.77 7.22 -0.35 -0.06 -0.91 1.09 -0.56 -0.21 1613.938 4054.02 7452.08
2.33 994.62 2.98 -0.81 -1.58 -0.39 -0.07 -0.9 1.08 -0.57 -0.24 1614.534 4054.02 7452.08
1.91 994.67 -22.18 36.32 2.20 -0.29 0.03 -1.01 1.05 -0.55 -0.22 1614.941 4054.02 7452.08
2.67 994.58 26.77 -35.35 6.61 -0.44 -0.20 -1.01 1.07 -0.55 -0.20 1615.541 4054.02 7452.08
2.49 994.60 34.97 -7.44 24.57 -0.35 -0.01 -0.83 1.11 -0.58 -0.24 1615.943 4054.02 7452.08
2.21 994.63 -0.55 12.00 25.10 -0.57 0.11 -0.9 1.04 -0.58 -0.29 1616.521 4054.02 7452.08
1.45 994.72 -11.24 9.08 -1.73 -0.60 -0.01 -0.83 0.96 -0.53 -0.25 1616.946 4054.02 7452.08
2.33 994.62 -11.74 -5.19 -15.28 -0.69 0.09 -0.67 0.95 -0.52 -0.24 1617.51 4054.02 7452.08
2.06 994.65 -4.45 21.79 -1.97 -0.69 0.00 -0.87 0.95 -0.53 -0.23 1617.946 4054.02 7452.08
2.36 994.61 -7.87 14.35 3.54 -0.57 0.15 -0.81 0.91 -0.49 -0.23 1618.523 4054.02 7452.08
2.22 994.63 20.36 -14.11 19.58 -0.67 0.12 -0.79 0.90 -0.51 -0.27 1618.95 4054.02 7452.08
2.26 994.62 9.80 -0.45 6.27 -0.65 0.08 -0.73 0.89 -0.49 -0.26 1619.52 4054.02 7452.08
2.11 994.64 -35.73 28.20 13.19 -0.69 0.29 -0.61 0.84 -0.46 -0.29 1619.951 4054.02 7452.08
2.63 994.58 6.42 -17.88 8.99 -0.86 0.19 -0.67 0.78 -0.40 -0.30 1620.509 4054.02 7452.08
2.99 994.54 6.83 10.11 1.33 -0.83 0.15 -0.59 0.80 -0.40 -0.25 1620.951 4054.02 7452.08
2.55 994.59 -15.57 23.30 -6.26 -0.85 0.04 -0.58 0.76 -0.36 -0.26 1621.551 4054.02 7452.08
2.85 994.56 -1.65 2.42 -5.38 -0.73 0.19 -0.64 0.77 -0.38 -0.26 1621.953 4054.02 7452.08
2.56 994.59 5.24 -16.76 -12.66 -0.69 0.23 -0.65 0.78 -0.40 -0.29 1622.548 4054.02 7452.08
2.17 994.63 -5.59 -0.86 5.62 -0.77 0.10 -0.65 0.78 -0.39 -0.26 1622.956 4054.02 7452.08
2.78 994.56 -0.09 1.04 0.45 -0.75 0.12 -0.64 0.78 -0.39 -0.26 1623.508 4054.02 7452.08
2.78 994.56 2.91 -2.53 -0.04 -0.75 0.13 -0.66 0.78 -0.39 -0.25 1623.957 4054.01 7452.08
2.70 994.57 4.21 -2.95 -2.40 -0.74 0.10 -0.65 0.79 -0.39 -0.25 1624.54 4054.01 7452.08
2.22 994.63 1.08 2.83 1.58 -0.75 0.12 -0.66 0.79 -0.39 -0.25 1624.957 4054.01 7452.08
2.53 994.59 3.11 4.80 -2.63 -0.76 0.06 -0.66 0.78 -0.39 -0.25 1625.56 4054.01 7452.08
2.58 994.59 4.80 9.77 -25.04 -0.60 0.12 -0.71 0.85 -0.45 -0.24 1625.961 4054.01 7452.08
2.86 994.55 -10.68 -13.41 4.68 -0.62 0.03 -0.75 0.87 -0.46 -0.20 1626.552 4054.01 7452.08
2.49 994.60 9.59 1.40 -8.14 -0.65 -0.10 -0.8 0.87 -0.44 -0.19 1626.963 4054.01 7452.08
2.48 994.60 5.28 -24.99 7.32 -0.70 0.08 -0.79 0.87 -0.45 -0.19 1627.558 4054.01 7452.08
2.00 994.66 11.29 8.65 4.32 -0.64 0.03 -0.79 0.90 -0.49 -0.23 1627.964 4054.01 7452.08
2.49 994.60 -16.08 32.45 -3.34 -0.68 0.18 -0.71 0.83 -0.45 -0.25 1628.542 4054.01 7452.08
2.03 994.65 -0.96 46.38 35.53 -0.71 0.13 -0.66 0.78 -0.39 -0.27 1628.969 4054.01 7452.08
2.18 994.63 -99.73 66.78 19.63 -0.86 0.13 -0.59 0.70 -0.26 -0.35 1629.514 4054.01 7452.08
2.64 994.58 -45.43 53.79 -9.31 -0.74 0.06 -0.67 0.71 -0.28 -0.45 1629.972 4054.01 7452.08
2.81 994.56 -0.93 -3.95 1.64 -0.65 0.14 -0.75 0.77 -0.34 -0.55 1630.531 4054.01 7452.08
2.73 994.57 -23.55 -21.25 -39.47 -0.67 -0.10 -0.76 0.77 -0.38 -0.48 1630.978 4054.01 7452.08
