alt barom Gx Gy Gz Ax Ay Az Mx My Mz t GPS_La GPS_Lo
1.98 994.66 2.34 0.11 0.69 0.62 -0.77 0.1 1.27 -0.02 0.04 1192.538 4054.02 7452.04
1.90 994.67 2.63 -0.30 0.30 0.62 -0.77 0.1 1.28 -0.03 0.03 1193.039 4054.02 7452.04
2.51 994.60 1.41 0.75 1.12 0.62 -0.77 0.11 1.28 -0.03 0.04 1193.539 4054.02 7452.04
1.65 994.70 3.58 0.88 -0.28 0.62 -0.76 0.11 1.28 -0.03 0.03 1194.041 4054.02 7452.04
1.94 994.66 2.84 -0.06 0.06 0.62 -0.77 0.1 1.28 -0.03 0.04 1194.543 4054.02 7452.04
1.74 994.69 1.23 0.66 0.98 0.62 -0.76 0.11 1.27 -0.02 0.03 1195.042 4054.02 7452.04
1.66 994.69 2.92 0.15 0.36 0.62 -0.76 0.11 1.28 -0.02 0.03 1195.543 4054.02 7452.04
2.05 994.65 2.69 0.45 -0.03 0.62 -0.76 0.11 1.28 -0.03 0.04 1196.045 4054.02 7452.04
1.63 994.70 2.69 -0.09 0.48 0.62 -0.77 0.1 1.27 -0.02 0.04 1196.547 4054.02 7452.04
1.93 994.66 -10.19 -0.37 8.32 0.58 -0.75 0.12 1.28 -0.02 0.04 1197.049 4054.02 7452.04
2.16 994.64 -15.34 4.51 21.97 0.61 -0.78 0.15 1.27 0.03 0.01 1197.549 4054.02 7452.04
1.91 994.67 3.76 4.46 1.56 0.59 -0.75 0.19 1.28 0.07 -0.00 1198.048 4054.02 7452.04
1.30 994.74 25.17 -5.43 -22.25 0.59 -0.80 0.13 1.26 0.03 0.02 1198.553 4054.02 7452.04
1.63 994.70 2.91 0.06 0.20 0.59 -0.78 0.13 1.26 0.00 0.04 1199.049 4054.02 7452.04
2.25 994.62 3.11 0.03 -0.27 0.59 -0.78 0.13 1.26 0.00 0.03 1199.551 4054.02 7452.04
2.33 994.62 7.15 1.01 -2.07 0.59 -0.78 0.13 1.26 0.00 0.03 1200.052 4054.02 7452.04
1.94 994.66 3.34 -0.17 0.44 0.59 -0.79 0.12 1.26 -0.01 0.04 1200.555 4054.02 7452.04
1.59 994.70 1.45 -0.90 -2.08 0.60 -0.79 0.12 1.26 -0.00 0.03 1201.056 4054.02 7452.04
1.19 994.75 -0.29 -0.86 1.74 0.60 -0.79 0.14 1.26 0.00 0.04 1201.556 4054.02 7452.04
1.91 994.67 3.77 0.09 -0.66 0.59 -0.78 0.14 1.26 0.01 0.03 1202.056 4054.02 7452.04
2.05 994.65 5.69 2.09 0.05 0.59 -0.79 0.13 1.26 0.00 0.03 1202.556 4054.02 7452.04
1.44 994.72 1.15 -6.10 -0.34 0.59 -0.78 0.11 1.26 -0.02 0.04 1203.06 4054.02 7452.04
1.69 994.69 4.25 0.76 1.70 0.61 -0.77 0.12 1.27 -0.01 0.04 1203.559 4054.02 7452.04
2.16 994.64 0.58 -0.67 0.17 0.61 -0.80 0.11 1.27 -0.01 0.03 1204.061 4054.02 7452.04
1.86 994.67 0.75 2.23 -0.60 0.60 -0.80 0.12 1.26 -0.02 0.04 1204.562 4054.02 7452.04
1.42 994.72 0.41 1.05 2.46 0.60 -0.78 0.13 1.26 -0.01 0.04 1205.062 4054.02 7452.04
1.98 994.66 1.81 0.46 -0.46 0.60 -0.79 0.12 1.27 -0.01 0.04 1205.564 4054.02 7452.04
1.62 994.70 1.65 1.48 2.31 0.60 -0.78 0.13 1.27 0.00 0.04 1206.064 4054.02 7452.04
1.78 994.68 0.61 1.44 1.01 0.59 -0.78 0.14 1.25 0.01 0.04 1206.565 4054.02 7452.04
2.19 994.63 2.21 0.73 -0.22 0.58 -0.79 0.14 1.26 0.00 0.03 1207.067 4054.02 7452.04
1.66 994.70 1.65 3.06 1.01 0.59 -0.79 0.14 1.26 0.00 0.03 1207.567 4054.02 7452.04
2.03 994.65 5.26 -1.44 -3.17 0.59 -0.78 0.13 1.26 -0.01 0.05 1208.072 4054.02 7452.04
1.72 994.69 1.56 0.97 1.72 0.59 -0.79 0.13 1.26 -0.01 0.04 1208.57 4054.02 7452.04
2.19 994.63 -1.45 -3.06 2.99 0.60 -0.78 0.13 1.26 -0.01 0.05 1209.073 4054.02 7452.04
1.89 994.67 2.84 0.84 1.09 0.60 -0.78 0.13 1.27 0.00 0.04 1209.571 4054.02 7452.04
2.28 994.62 1.78 4.53 1.67 0.60 -0.75 0.13 1.26 -0.00 0.04 1210.074 4054.02 7452.04
1.91 994.67 0.64 -1.78 1.46 0.59 -0.79 0.11 1.26 -0.00 0.04 1210.575 4054.02 7452.04
1.81 994.68 -6.46 2.09 13.82 0.59 -0.79 0.11 1.26 0.01 0.04 1211.076 4054.02 7452.04
2.34 994.61 -8.97 1.24 14.06 0.60 -0.78 0.12 1.28 0.04 0.02 1211.577 4054.02 7452.04
2.22 994.63 1.04 1.15 2.04 0.59 -0.78 0.12 1.28 0.05 0.01 1212.077 4054.02 7452.04
1.59 994.70 3.21 2.20 -2.40 0.58 -0.79 0.13 1.27 0.05 0.01 1212.578 4054.02 7452.04
2.07 994.65 1.27 0.21 1.56 0.59 -0.79 0.11 1.27 0.05 0.01 1213.078 4054.02 7452.04
2.21 994.63 -1.92 1.28 8.62 0.59 -0.80 0.11 1.28 0.06 0.01 1213.58 4054.02 7452.04
1.69 994.69 -7.02 3.54 13.27 0.56 -0.79 0.14 1.29 0.07 0.00 1214.083 4054.02 7452.04
2.59 994.58 -15.05 0.31 21.76 0.61 -0.76 0.11 1.32 0.09 -0.03 1214.585 4054.02 7452.04
1.59 994.70 -11.95 -18.58 25.23 0.63 -0.86 -0.06 1.40 0.07 -0.07 1215.087 4054.02 7452.04
2.33 994.62 -18.65 1.10 6.96 0.65 -0.70 0.1 1.42 0.10 -0.10 1215.586 4054.02 7452.04
2.45 994.60 -6.37 4.19 4.38 0.69 -0.68 0.18 1.42 0.13 -0.12 1216.087 4054.02 7452.04
2.03 994.65 15.30 -1.92 -10.33 0.66 -0.72 0.15 1.42 0.12 -0.11 1216.59 4054.02 7452.04
2.07 994.65 2.59 1.29 1.09 0.67 -0.71 0.11 1.41 0.11 -0.09 1217.087 4054.02 7452.04
1.93 994.66 0.99 2.82 2.01 0.67 -0.73 0.12 1.40 0.11 -0.09 1217.588 4054.02 7452.04
2.25 994.63 3.57 2.69 -0.53 0.67 -0.72 0.12 1.40 0.11 -0.08 1218.091 4054.02 7452.04
2.40 994.61 -1.52 0.63 3.63 0.67 -0.71 0.12 1.40 0.11 -0.09 1218.591 4054.02 7452.04
2.09 994.64 0.86 2.15 3.01 0.67 -0.72 0.12 1.41 0.11 -0.10 1219.091 4054.02 7452.04
2.43 994.60 2.21 0.05 -0.41 0.68 -0.72 0.12 1.41 0.11 -0.10 1219.593 4054.02 7452.04
1.46 994.72 1.28 0.29 0.37 0.67 -0.72 0.12 1.41 0.11 -0.10 1220.093 4054.02 7452.04
2.39 994.61 2.21 0.18 0.78 0.67 -0.72 0.12 1.42 0.11 -0.10 1220.594 4054.02 7452.04
2.59 994.59 3.12 -0.01 0.34 0.68 -0.72 0.12 1.41 0.11 -0.09 1221.096 4054.02 7452.04
2.40 994.61 3.63 0.01 -0.61 0.67 -0.72 0.12 1.41 0.11 -0.10 1221.597 4054.02 7452.04
1.89 994.67 1.75 -0.57 0.45 0.67 -0.73 0.12 1.41 0.12 -0.10 1222.098 4054.02 7452.04
2.04 994.65 2.40 0.52 0.52 0.68 -0.73 0.12 1.41 0.11 -0.10 1222.598 4054.02 7452.04
2.49 994.60 1.69 0.81 1.12 0.67 -0.73 0.11 1.41 0.11 -0.10 1223.099 4054.02 7452.04
1.90 994.67 0.64 0.48 3.04 0.68 -0.74 0.12 1.42 0.11 -0.11 1223.601 4054.02 7452.04
2.87 994.55 3.23 5.75 -0.50 0.69 -0.71 0.12 1.42 0.12 -0.11 1224.103 4054.02 7452.04
2.28 994.62 0.13 2.21 3.04 0.67 -0.72 0.12 1.41 0.12 -0.10 1224.603 4054.02 7452.04
2.35 994.61 1.12 -3.40 2.49 0.65 -0.73 0.11 1.42 0.12 -0.10 1225.105 4054.02 7452.04
1.98 994.66 1.32 1.74 1.23 0.67 -0.71 0.15 1.44 0.11 -0.12 1225.606 4054.02 7452.04
2.09 994.64 13.86 -0.03 -8.24 0.66 -0.73 0.11 1.42 0.11 -0.10 1226.109 4054.02 7452.04
2.03 994.65 0.83 -0.50 1.86 0.66 -0.73 0.12 1.42 0.11 -0.10 1226.608 4054.02 7452.04
2.29 994.62 2.93 0.99 -0.31 0.67 -0.73 0.12 1.42 0.11 -0.12 1227.109 4054.02 7452.04
1.74 994.69 2.42 -0.27 0.95 0.67 -0.72 0.12 1.42 0.11 -0.11 1227.611 4054.02 7452.04
1.82 994.68 2.68 0.11 0.23 0.67 -0.72 0.12 1.42 0.11 -0.10 1228.11 4054.02 7452.04
2.98 994.54 3.16 0.35 0.45 0.67 -0.71 0.12 1.42 0.11 -0.10 1228.611 4054.02 7452.04
2.37 994.61 1.19 -0.09 -0.98 0.67 -0.69 0.14 1.42 0.11 -0.10 1229.114 4054.02 7452.04
2.04 994.65 -0.64 2.88 2.63 0.68 -0.72 0.12 1.42 0.11 -0.10 1229.615 4054.02 7452.04
2.56 994.59 0.93 0.26 2.56 0.66 -0.73 0.12 1.42 0.11 -0.10 1230.114 4054.02 7452.04
2.13 994.64 1.61 2.50 0.58 0.66 -0.73 0.13 1.43 0.11 -0.11 1230.615 4054.02 7452.04
2.01 994.65 3.74 -0.38 -0.88 0.67 -0.73 0.12 1.43 0.11 -0.10 1231.118 4054.02 7452.04
2.04 994.65 1.62 0.13 2.06 0.67 -0.72 0.12 1.43 0.11 -0.11 1231.618 4054.02 7452.04
1.96 994.66 2.56 -0.07 -0.10 0.67 -0.72 0.12 1.42 0.11 -0.10 1232.12 4054.02 7452.04
1.99 994.66 2.14 -0.01 0.25 0.67 -0.73 0.12 1.42 0.11 -0.11 1232.62 4054.02 7452.04
2.12 994.64 3.59 0.03 -0.52 0.67 -0.73 0.12 1.42 0.12 -0.10 1233.121 4054.02 7452.04
1.81 994.68 2.49 -1.40 1.01 0.66 -0.72 0.12 1.42 0.11 -0.11 1233.623 4054.02 7452.04
1.96 994.66 3.40 0.01 -0.38 0.68 -0.72 0.12 1.42 0.11 -0.11 1234.123 4054.02 7452.04
2.45 994.60 5.45 -1.04 -1.79 0.67 -0.71 0.12 1.42 0.12 -0.11 1234.625 4054.02 7452.04
1.96 994.66 1.09 1.18 1.53 0.68 -0.71 0.12 1.42 0.11 -0.11 1235.124 4054.02 7452.04
2.24 994.63 1.17 -0.71 1.44 0.69 -0.73 0.11 1.43 0.11 -0.11 1235.627 4054.02 7452.04
2.21 994.63 1.40 -2.47 -0.47 0.68 -0.74 0.12 1.42 0.12 -0.12 1236.128 4054.02 7452.04
2.26 994.62 2.23 1.82 0.70 0.68 -0.72 0.12 1.42 0.12 -0.11 1236.627 4054.02 7452.04
2.04 994.65 1.88 1.30 0.71 0.68 -0.72 0.12 1.42 0.12 -0.12 1237.128 4054.02 7452.04
2.07 994.65 3.17 0.05 -0.31 0.67 -0.70 0.12 1.42 0.11 -0.10 1237.63 4054.02 7452.04
1.85 994.67 3.06 -1.96 -0.03 0.67 -0.72 0.12 1.42 0.11 -0.11 1238.132 4054.02 7452.04
2.37 994.61 2.06 -1.11 0.03 0.67 -0.72 0.12 1.42 0.11 -0.11 1238.632 4054.02 7452.04
1.93 994.66 2.17 0.52 -0.17 0.67 -0.72 0.12 1.42 0.12 -0.11 1239.133 4054.02 7452.04
1.76 994.68 2.80 -1.69 0.45 0.67 -0.72 0.12 1.42 0.12 -0.11 1239.634 4054.02 7452.04
1.96 994.66 5.31 -0.79 -0.20 0.69 -0.70 0.12 1.42 0.11 -0.11 1240.136 4054.02 7452.04
2.04 994.65 2.67 -1.78 0.80 0.69 -0.71 0.13 1.41 0.12 -0.11 1240.636 4054.02 7452.04
2.07 994.65 11.37 2.26 2.50 0.70 -0.74 0.08 1.43 0.11 -0.10 1241.138 4054.02 7452.04
2.34 994.62 0.33 0.33 0.56 0.65 -0.71 0.09 1.41 0.11 -0.09 1241.638 4054.02 7452.04
2.21 994.63 11.56 -3.14 -6.15 0.63 -0.74 0.12 1.39 0.11 -0.08 1242.142 4054.02 7452.04
2.27 994.62 5.57 0.11 -2.15 0.61 -0.77 0.12 1.38 0.10 -0.06 1242.641 4054.02 7452.04
2.37 994.61 -21.91 3.74 25.02 0.52 -0.61 -0.03 1.38 0.08 -0.04 1243.144 4054.02 7452.04
1.68 994.69 -2.63 6.38 8.50 0.53 -0.80 0.12 1.36 0.11 -0.06 1243.643 4054.02 7452.04
2.15 994.64 4.43 -0.20 0.52 0.53 -0.83 0.1 1.37 0.11 -0.06 1244.144 4054.02 7452.04
2.08 994.64 18.27 -5.04 -21.26 0.60 -0.99 0.1 1.37 0.09 -0.04 1244.648 4054.02 7452.04
2.30 994.62 0.71 -0.80 0.03 0.54 -0.80 0.1 1.35 0.11 -0.05 1245.147 4054.02 7452.04
2.34 994.62 9.17 -2.79 -5.28 0.55 -0.81 0.12 1.35 0.11 -0.05 1245.648 4054.02 7452.04
2.24 994.63 5.92 5.65 2.18 0.59 -0.78 0.08 1.35 0.10 -0.04 1246.147 4054.02 7452.04
1.91 994.67 3.35 -0.26 -0.30 0.57 -0.81 0.09 1.35 0.10 -0.05 1246.65 4054.02 7452.04
2.48 994.60 0.53 44.27 10.23 0.45 -0.91 0.12 1.34 0.11 -0.05 1247.152 4054.02 7452.04
1.77 994.68 -3.19 9.93 -0.42 0.48 -0.87 0.15 1.31 0.12 -0.04 1247.652 4054.02 7452.04
2.46 994.60 3.00 -1.46 1.07 0.43 -0.90 0.14 1.30 0.13 -0.04 1248.152 4054.02 7452.04
2.21 994.63 4.96 5.96 -0.62 0.43 -0.89 0.14 1.30 0.13 -0.04 1248.653 4054.02 7452.04
2.27 994.62 -0.57 -7.56 10.13 0.34 -0.84 0.06 1.28 0.11 -0.02 1249.157 4054.02 7452.04
2.33 994.62 -2.01 1.88 -3.39 0.35 -0.94 0.07 1.25 0.09 -0.00 1249.656 4054.02 7452.04
2.30 994.62 0.67 -0.76 2.14 0.33 -0.93 0.07 1.26 0.10 -0.01 1250.156 4054.02 7452.04
2.31 994.62 2.34 1.07 0.35 0.34 -0.93 0.08 1.25 0.09 0.00 1250.655 4054.02 7452.04
2.31 994.62 2.40 -0.84 1.04 0.33 -0.94 0.07 1.24 0.10 -0.00 1251.159 4054.02 7452.04
2.30 994.62 2.00 -0.94 1.09 0.33 -0.93 0.07 1.25 0.10 -0.01 1251.659 4054.02 7452.04
2.19 994.63 2.28 0.57 -0.75 0.34 -0.93 0.07 1.25 0.10 -0.00 1252.16 4054.02 7452.04
2.36 994.61 2.71 -0.58 0.61 0.34 -0.93 0.07 1.25 0.09 0.00 1252.66 4054.02 7452.04
2.76 994.56 2.25 0.37 0.60 0.34 -0.93 0.07 1.25 0.09 -0.00 1253.161 4054.02 7452.04
2.85 994.56 2.52 0.52 0.68 0.34 -0.93 0.07 1.26 0.10 -0.01 1253.662 4054.02 7452.04
2.15 994.64 2.14 0.22 0.44 0.34 -0.93 0.07 1.26 0.10 -0.00 1254.171 4054.02 7452.04
2.45 994.60 2.39 1.26 0.86 0.34 -0.93 0.07 1.25 0.09 -0.01 1254.664 4054.02 7452.04
2.07 994.65 2.34 -0.04 0.30 0.34 -0.93 0.07 1.25 0.09 0.00 1255.19 4054.02 7452.04
2.05 994.65 2.34 0.06 0.68 0.34 -0.93 0.07 1.25 0.09 0.00 1255.665 4054.02 7452.04
2.08 994.65 2.74 0.54 -0.22 0.34 -0.93 0.07 1.25 0.09 0.00 1256.167 4054.02 7452.04
2.20 994.63 2.38 -0.08 0.25 0.34 -0.93 0.06 1.25 0.09 0.00 1256.668 4054.02 7452.04
2.31 994.62 2.64 -1.10 -0.84 0.34 -0.94 0.06 1.25 0.09 -0.01 1257.194 4054.02 7452.04
2.37 994.61 2.04 0.03 2.24 0.35 -0.93 0.07 1.25 0.09 0.01 1257.669 4054.02 7452.04
2.31 994.62 3.05 0.60 -0.41 0.35 -0.93 0.07 1.26 0.09 -0.00 1258.172 4054.02 7452.04
2.06 994.65 2.81 0.48 0.69 0.34 -0.93 0.07 1.25 0.09 0.00 1258.672 4054.02 7452.04
1.93 994.66 1.75 1.15 0.93 0.34 -0.93 0.05 1.25 0.09 -0.00 1259.174 4054.02 7452.04
2.35 994.61 2.11 0.03 0.32 0.34 -0.94 0.07 1.25 0.09 0.01 1259.674 4054.02 7452.04
2.52 994.59 2.04 0.31 0.31 0.35 -0.93 0.07 1.26 0.09 0.00 1260.175 4054.02 7452.04
2.13 994.64 2.60 0.31 1.21 0.34 -0.93 0.07 1.25 0.09 0.00 1260.677 4054.02 7452.04
2.52 994.59 2.50 0.54 0.54 0.33 -0.93 0.06 1.25 0.10 0.00 1261.243 4054.02 7452.04
2.32 994.62 2.58 0.13 -0.08 0.34 -0.94 0.06 1.25 0.09 0.00 1261.679 4054.02 7452.04
2.08 994.65 2.18 0.03 0.52 0.34 -0.93 0.07 1.25 0.09 -0.00 1262.18 4054.02 7452.04
2.30 994.62 1.39 0.19 0.50 0.34 -0.93 0.07 1.26 0.10 -0.00 1262.682 4054.02 7452.04
2.39 994.61 2.33 0.48 -0.16 0.34 -0.93 0.08 1.25 0.10 -0.00 1263.183 4054.02 7452.04
2.15 994.64 2.12 1.03 1.77 0.35 -0.94 0.09 1.25 0.09 -0.00 1263.683 4054.02 7452.04
2.46 994.60 2.28 -2.52 0.04 0.34 -0.94 0.07 1.24 0.09 -0.00 1264.24 4054.02 7452.04
2.66 994.58 2.31 -2.24 -1.05 0.34 -0.92 0.07 1.25 0.10 0.01 1264.687 4054.02 7452.04
2.33 994.62 2.14 -0.66 1.10 0.34 -0.93 0.07 1.25 0.10 0.00 1265.206 4054.02 7452.04
1.92 994.66 1.87 0.31 1.19 0.34 -0.93 0.08 1.25 0.10 0.01 1265.686 4054.02 7452.04
2.66 994.58 2.23 0.06 0.85 0.34 -0.93 0.08 1.26 0.10 0.01 1266.211 4054.02 7452.04
2.30 994.62 7.53 2.58 9.74 0.27 -0.84 0.03 1.24 0.09 0.01 1266.689 4054.02 7452.04
2.20 994.63 5.77 2.42 0.88 0.34 -0.97 0.13 1.25 0.11 -0.01 1267.246 4054.02 7452.04
1.90 994.67 5.60 2.92 -4.41 0.31 -0.93 0.1 1.25 0.11 -0.02 1267.692 4054.02 7452.04
2.03 994.65 3.58 -6.50 -0.94 0.30 -0.91 0.12 1.23 0.11 -0.01 1268.247 4054.02 7452.04
2.05 994.65 1.24 -0.55 0.81 0.32 -0.95 0.1 1.24 0.11 -0.00 1268.695 4054.02 7452.04
2.48 994.60 1.96 -0.38 2.74 0.31 -0.94 0.1 1.24 0.11 -0.01 1269.25 4054.02 7452.04
2.52 994.59 -0.26 0.31 2.45 0.30 -0.95 0.11 1.24 0.11 -0.01 1269.696 4054.02 7452.04
2.31 994.62 4.53 1.35 -4.15 0.29 -0.94 0.11 1.23 0.11 -0.01 1270.197 4054.02 7452.04
1.89 994.67 2.14 -0.64 0.40 0.29 -0.94 0.11 1.23 0.11 -0.00 1270.699 4054.02 7452.04
2.67 994.58 2.85 0.39 -0.56 0.30 -0.94 0.11 1.23 0.11 -0.01 1271.199 4054.02 7452.04
2.67 994.58 2.83 6.61 -1.01 0.32 -0.95 0.1 1.23 0.12 -0.00 1271.7 4054.02 7452.04
2.09 994.64 9.84 96.42 -29.37 0.03 -1.09 0.05 1.13 0.12 0.02 1272.202 4054.02 7452.04
2.54 994.59 -0.97 3.46 -2.29 -0.08 -0.99 -0.01 1.04 0.06 0.03 1272.702 4054.02 7452.04
2.03 994.65 -8.57 3.53 -11.00 -0.06 -1.00 0.06 1.04 0.09 0.02 1273.228 4054.02 7452.04
2.21 994.63 6.03 3.57 24.89 -0.10 -1.00 0.02 1.02 0.09 0.02 1273.704 4054.02 7452.04
2.44 994.60 3.08 -1.44 -12.75 -0.11 -0.99 -0.0 1.04 0.08 0.01 1274.228 4054.02 7452.04
2.01 994.65 -6.71 0.74 -20.53 -0.13 -1.00 0.1 1.01 0.08 0.02 1274.708 4054.02 7452.04
2.46 994.60 -1.75 -1.22 1.95 -0.15 -0.98 0.12 1.00 0.09 0.00 1275.208 4054.02 7452.04
2.06 994.65 9.48 7.23 11.82 -0.12 -0.98 0.06 0.99 0.09 0.01 1275.708 4054.02 7452.04
2.30 994.62 3.47 2.60 5.66 -0.09 -0.99 0.08 1.02 0.09 0.01 1276.265 4054.02 7452.04
2.87 994.55 1.03 1.44 -4.13 -0.10 -0.99 0.08 1.01 0.09 0.00 1276.711 4054.02 7452.04
2.46 994.60 3.07 -3.57 -0.40 -0.10 -0.99 0.08 1.01 0.09 0.01 1277.213 4054.02 7452.04
1.97 994.66 1.86 0.53 -1.30 -0.09 -0.99 0.08 1.01 0.09 0.01 1277.713 4054.02 7452.04
2.40 994.61 -3.01 1.78 -42.64 -0.09 -0.99 0.13 0.99 0.09 0.01 1278.289 4054.02 7452.04
2.12 994.64 -2.81 -0.17 -17.67 -0.04 -1.06 0.04 0.93 0.03 0.01 1278.718 4054.02 7452.04
2.46 994.60 5.73 9.27 28.00 -0.12 -0.99 0.1 0.95 0.06 0.01 1279.216 4054.02 7452.04
2.55 994.59 2.76 -0.02 4.19 -0.11 -0.99 0.09 0.96 0.08 0.00 1279.717 4054.02 7452.04
2.32 994.62 3.52 0.46 12.26 -0.11 -0.99 0.09 0.98 0.08 0.01 1280.226 4054.02 7452.04
2.55 994.59 3.54 0.63 2.70 -0.10 -0.99 0.09 0.99 0.08 0.02 1280.718 4054.02 7452.04
2.66 994.58 1.88 -0.69 -3.06 -0.10 -0.99 0.08 0.98 0.08 0.01 1281.243 4054.02 7452.04
2.61 994.58 3.92 0.73 6.58 -0.10 -0.99 0.08 0.99 0.08 0.00 1281.72 4054.02 7452.04
1.74 994.69 2.65 0.29 0.37 -0.09 -0.99 0.07 0.99 0.08 0.02 1282.32 4054.02 7452.04
1.91 994.67 2.21 -0.11 0.28 -0.10 -0.98 0.07 0.99 0.08 0.01 1282.723 4054.02 7452.04
2.70 994.57 2.63 1.29 1.96 -0.09 -0.98 0.07 0.99 0.08 0.01 1283.223 4054.02 7452.04
2.49 994.60 2.74 0.27 0.49 -0.09 -0.99 0.07 0.99 0.08 0.02 1283.724 4054.02 7452.04
2.88 994.55 2.24 0.25 0.74 -0.09 -0.99 0.07 1.00 0.08 0.02 1284.246 4054.02 7452.04
2.99 994.54 2.63 3.70 1.58 -0.10 -1.00 0.07 0.99 0.08 0.01 1284.726 4054.02 7452.04
2.45 994.60 2.37 2.88 3.47 -0.10 -1.01 0.07 1.00 0.09 0.02 1285.31 4054.02 7452.04
2.53 994.59 1.84 -0.84 -3.33 -0.09 -0.99 0.08 0.99 0.08 0.01 1285.73 4054.02 7452.04
2.45 994.60 2.61 0.03 2.76 -0.09 -0.99 0.07 1.00 0.08 0.02 1286.305 4054.02 7452.04
3.06 994.53 5.92 -2.04 -11.14 -0.08 -0.99 0.07 1.00 0.08 0.02 1286.733 4054.02 7452.04
2.23 994.63 14.18 -3.26 -38.68 -0.15 -1.02 -0.06 0.92 0.02 0.01 1287.311 4054.02 7452.04
2.31 994.62 10.36 -4.38 -24.96 -0.17 -0.96 -0.21 0.91 -0.07 0.02 1287.736 4054.02 7452.04
2.63 994.58 7.69 2.62 15.20 -0.19 -0.91 -0.28 0.93 -0.13 0.03 1288.323 4054.02 7452.04
2.64 994.58 -0.54 -15.28 0.35 -0.05 -0.84 -0.22 0.96 -0.10 0.04 1288.737 4054.02 7452.04
2.78 994.56 4.17 4.22 -1.78 -0.08 -0.95 -0.27 0.96 -0.11 0.04 1289.332 4054.02 7452.04
2.31 994.62 1.57 0.45 1.06 0.13 -1.37 -0.33 1.00 -0.11 0.05 1289.735 4054.02 7452.04
3.07 994.53 4.95 2.70 1.33 0.00 -0.97 -0.22 1.01 -0.11 0.06 1290.336 4054.02 7452.04
2.70 994.57 3.17 -0.28 -0.21 0.03 -0.96 -0.24 1.01 -0.11 0.06 1290.739 4054.02 7452.04
2.92 994.55 2.05 -0.64 1.59 0.04 -0.97 -0.23 1.02 -0.11 0.05 1291.261 4054.02 7452.04
2.65 994.58 1.84 0.97 0.93 0.05 -0.97 -0.22 1.02 -0.11 0.06 1291.739 4054.02 7452.04
3.09 994.53 2.42 0.15 0.45 0.05 -0.97 -0.22 1.02 -0.11 0.06 1292.25 4054.02 7452.04
2.79 994.56 1.77 -0.72 -0.09 0.05 -0.97 -0.22 1.02 -0.11 0.06 1292.743 4054.02 7452.04
2.50 994.60 1.50 -0.52 1.40 0.06 -0.97 -0.22 1.02 -0.11 0.07 1293.282 4054.02 7452.04
2.44 994.60 2.12 -0.19 0.85 0.07 -0.97 -0.21 1.03 -0.10 0.06 1293.745 4054.02 7452.04
2.44 994.60 2.22 0.19 0.58 0.07 -0.97 -0.21 1.02 -0.10 0.07 1294.343 4054.02 7452.04
2.82 994.56 2.47 -0.38 0.68 0.07 -0.97 -0.19 1.03 -0.10 0.05 1294.747 4054.02 7452.04
2.86 994.55 2.51 0.04 0.32 0.07 -0.97 -0.21 1.02 -0.10 0.06 1295.33 4054.02 7452.04
2.67 994.58 2.20 -0.38 0.20 0.07 -0.97 -0.2 1.02 -0.10 0.07 1295.75 4054.02 7452.04
2.38 994.61 2.12 0.25 0.63 0.08 -0.97 -0.22 1.03 -0.10 0.07 1296.306 4054.02 7452.04
2.25 994.63 2.28 0.03 0.22 0.08 -0.97 -0.2 1.03 -0.10 0.06 1296.75 4054.02 7452.04
2.80 994.56 2.57 0.79 0.59 0.08 -0.97 -0.2 1.03 -0.09 0.06 1297.351 4054.02 7452.04
3.01 994.53 1.86 0.43 0.63 0.08 -0.97 -0.2 1.03 -0.10 0.05 1297.753 4054.02 7452.04
2.36 994.61 2.49 0.72 0.16 0.07 -0.98 -0.19 1.03 -0.10 0.06 1298.279 4054.02 7452.04
2.01 994.65 5.45 0.04 -4.65 0.09 -0.99 -0.2 1.03 -0.10 0.06 1298.755 4054.02 7452.04
2.06 994.65 3.81 0.03 -0.25 0.08 -1.02 -0.21 1.03 -0.10 0.06 1299.355 4054.02 7452.04
3.15 994.52 22.71 24.43 -10.96 -0.02 -0.96 -0.28 0.99 -0.13 0.05 1299.762 4054.02 7452.04
2.19 994.63 2.29 18.79 -10.46 -0.10 -0.89 -0.33 0.93 -0.20 0.02 1300.359 4054.02 7452.04
2.62 994.58 -7.26 1.99 -4.52 -0.21 -0.90 -0.34 0.88 -0.20 -0.01 1300.762 4054.02 7452.04
3.17 994.52 11.34 7.95 -12.36 -0.20 -0.92 -0.31 0.88 -0.20 -0.01 1301.286 4054.02 7452.04
2.68 994.57 6.93 3.48 0.71 -0.20 -0.91 -0.33 0.88 -0.22 -0.02 1301.763 4054.02 7452.04
2.74 994.57 5.07 2.93 1.71 -0.17 -0.92 -0.35 0.89 -0.23 -0.01 1302.319 4054.02 7452.04
2.07 994.65 2.56 -1.02 0.17 -0.16 -0.92 -0.35 0.89 -0.23 -0.00 1302.765 4054.02 7452.04
3.04 994.53 2.52 2.93 -0.64 -0.18 -0.91 -0.35 0.90 -0.23 -0.00 1303.344 4054.02 7452.04
2.59 994.59 2.55 0.25 -1.29 -0.17 -0.92 -0.35 0.89 -0.23 -0.01 1303.768 4054.02 7452.04
2.36 994.61 0.88 0.57 -1.09 -0.18 -0.93 -0.34 0.89 -0.23 -0.01 1304.292 4054.02 7452.04
2.60 994.58 -7.39 -2.13 1.19 -0.16 -0.91 -0.3 0.89 -0.22 -0.01 1304.77 4054.02 7452.04
