alt barom GPS_La GPS_Lo Gx Gy Gz Ax Ay Az Mx My Mz t
-1.06 995.39 4053.99 7452.01 2.35 0.38 0.67 -0.11 1.01 -0.04 0.95 -0.03 -0.81 553.135
-0.38 995.31 4053.99 7452.01 2.53 0.35 0.36 -0.12 1.00 -0.04 0.95 -0.03 -0.81 553.635
-0.03 995.27 4053.99 7452.01 2.29 0.32 0.54 -0.11 1.01 -0.04 0.96 -0.03 -0.81 554.136
-0.60 995.34 4053.99 7452.01 2.07 0.34 0.45 -0.11 1.00 -0.04 0.95 -0.03 -0.81 554.637
-0.53 995.33 4053.99 7452.01 2.23 0.28 0.31 -0.11 1.01 -0.04 0.95 -0.03 -0.80 555.139
-0.68 995.35 4053.99 7452.01 2.42 0.27 0.56 -0.11 1.01 -0.04 0.96 -0.03 -0.80 555.639
-0.77 995.36 4053.99 7452.01 2.47 0.29 0.38 -0.11 1.01 -0.04 0.95 -0.03 -0.80 556.14
-0.49 995.33 4053.99 7452.01 2.40 0.35 0.39 -0.11 1.00 -0.04 0.95 -0.03 -0.80 556.641
0.23 995.24 4053.99 7452.01 2.53 0.17 0.36 -0.11 1.01 -0.04 0.96 -0.03 -0.80 557.142
-0.65 995.35 4053.99 7452.01 2.44 0.49 0.29 -0.11 1.01 -0.04 0.96 -0.03 -0.80 557.643
-0.40 995.32 4053.99 7452.01 2.22 0.32 0.44 -0.11 1.01 -0.04 0.96 -0.03 -0.80 558.144
-0.32 995.31 4053.99 7452.01 2.33 0.32 0.26 -0.11 1.01 -0.04 0.96 -0.03 -0.81 558.645
-0.86 995.37 4053.99 7452.01 2.28 0.29 0.51 -0.11 1.00 -0.04 0.96 -0.03 -0.80 559.147
-0.18 995.29 4053.99 7452.01 2.39 0.25 0.52 -0.11 1.00 -0.04 0.96 -0.03 -0.80 559.647
-0.28 995.30 4053.99 7452.01 2.51 0.17 0.65 -0.11 1.00 -0.04 0.96 -0.03 -0.79 560.158
-0.72 995.35 4053.99 7452.01 2.53 0.21 0.53 -0.11 1.00 -0.04 0.96 -0.03 -0.79 560.649
-0.44 995.32 4053.99 7452.01 2.57 0.24 0.53 -0.11 1.01 -0.04 0.96 -0.02 -0.80 561.15
-0.41 995.32 4053.99 7452.01 2.32 0.10 0.40 -0.11 1.00 -0.04 0.96 -0.03 -0.80 561.651
-0.80 995.36 4053.99 7452.01 2.48 0.25 0.43 -0.11 1.00 -0.05 0.95 -0.02 -0.80 562.152
-1.03 995.39 4053.99 7452.01 2.39 0.43 0.25 -0.11 1.00 -0.04 0.96 -0.03 -0.80 562.653
-0.61 995.34 4053.99 7452.01 2.63 0.23 0.54 -0.12 1.00 -0.04 0.95 -0.03 -0.80 563.154
-0.79 995.36 4053.99 7452.01 2.26 0.45 0.57 -0.11 1.01 -0.04 0.95 -0.03 -0.80 563.655
-0.77 995.36 4053.99 7452.01 2.63 0.26 0.51 -0.12 1.01 -0.04 0.96 -0.03 -0.80 564.156
-0.32 995.31 4053.99 7452.01 2.61 0.31 0.35 -0.11 1.00 -0.04 0.96 -0.03 -0.80 564.658
-0.66 995.35 4053.99 7452.01 2.45 0.35 0.51 -0.11 1.01 -0.04 0.96 -0.03 -0.80 565.159
-0.41 995.32 4053.99 7452.01 2.28 0.16 0.60 -0.11 1.00 -0.04 0.95 -0.03 -0.80 565.66
-0.12 995.28 4053.99 7452.01 2.34 0.41 0.62 -0.11 1.00 -0.04 0.96 -0.03 -0.81 566.161
-0.62 995.34 4053.99 7452.01 2.34 0.30 0.40 -0.11 1.01 -0.04 0.96 -0.03 -0.80 566.663
-0.76 995.36 4053.99 7452.01 2.35 0.45 0.27 -0.11 1.01 -0.05 0.96 -0.03 -0.80 567.163
-0.71 995.35 4053.99 7452.01 2.31 0.39 0.53 -0.11 1.01 -0.04 0.95 -0.03 -0.80 567.664
-0.68 995.35 4053.99 7452.01 2.34 0.45 0.33 -0.11 1.01 -0.05 0.96 -0.03 -0.81 568.165
0.15 995.25 4053.99 7452.01 2.40 0.45 0.31 -0.11 1.00 -0.04 0.96 -0.04 -0.80 568.666
-0.81 995.36 4053.98 7452.01 2.22 0.40 0.56 -0.11 1.00 -0.05 0.96 -0.03 -0.79 569.167
-0.21 995.29 4053.98 7452.01 2.47 0.26 0.32 -0.11 1.00 -0.04 0.96 -0.03 -0.79 569.668
-0.20 995.29 4053.98 7452.01 2.00 0.37 0.41 -0.11 1.00 -0.05 0.96 -0.03 -0.80 570.169
-0.31 995.31 4053.98 7452.01 2.50 0.47 0.46 -0.11 1.01 -0.04 0.96 -0.03 -0.80 570.671
-0.59 995.34 4053.98 7452.01 2.25 0.48 0.39 -0.11 1.00 -0.04 0.96 -0.04 -0.81 571.171
-0.23 995.30 4053.98 7452.01 2.61 0.34 0.48 -0.11 1.00 -0.04 0.96 -0.03 -0.81 571.672
-0.49 995.33 4053.98 7452.01 2.35 0.43 0.51 -0.10 1.01 -0.04 0.95 -0.03 -0.80 572.173
-0.05 995.27 4053.98 7452.01 2.56 0.45 0.33 -0.11 1.01 -0.04 0.96 -0.03 -0.80 572.675
-0.27 995.30 4053.98 7452.01 2.14 0.25 0.44 -0.11 1.01 -0.04 0.95 -0.03 -0.80 573.175
-0.14 995.29 4053.98 7452.01 2.26 0.24 0.32 -0.11 1.01 -0.04 0.96 -0.03 -0.80 573.676
-0.42 995.32 4053.98 7452.01 2.26 0.31 0.45 -0.11 1.00 -0.04 0.96 -0.03 -0.81 574.177
-0.39 995.32 4053.98 7452.01 2.28 0.34 0.38 -0.11 1.00 -0.04 0.96 -0.02 -0.80 574.679
-0.32 995.31 4053.98 7452.01 2.16 0.45 0.31 -0.11 1.00 -0.04 0.95 -0.03 -0.80 575.179
-0.06 995.28 4053.98 7452.01 2.45 0.18 0.36 -0.11 1.01 -0.04 0.95 -0.03 -0.80 575.68
-0.49 995.33 4053.98 7452.01 2.25 0.23 0.41 -0.11 1.01 -0.04 0.96 -0.03 -0.80 576.181
-0.21 995.29 4053.98 7452.01 2.30 0.52 0.47 -0.11 1.01 -0.04 0.95 -0.03 -0.80 576.683
-0.85 995.37 4053.98 7452.01 2.33 0.43 0.31 -0.11 1.01 -0.04 0.96 -0.03 -0.81 577.183
-0.33 995.31 4053.98 7452.01 2.67 0.33 0.31 -0.11 1.01 -0.04 0.96 -0.03 -0.80 577.684
-0.49 995.33 4053.98 7452.01 2.68 0.34 0.38 -0.11 1.00 -0.04 0.96 -0.03 -0.81 578.185
0.15 995.25 4053.98 7452.01 2.29 0.24 0.55 -0.11 1.00 -0.04 0.96 -0.03 -0.82 578.685
0.12 995.26 4053.98 7452.01 2.43 0.33 0.42 -0.11 1.00 -0.04 0.96 -0.03 -0.81 579.186
-0.16 995.29 4053.98 7452.01 2.20 0.21 0.44 -0.11 1.01 -0.04 0.96 -0.02 -0.81 579.688
-0.29 995.30 4053.98 7452.01 2.48 0.19 0.32 -0.11 1.01 -0.04 0.96 -0.03 -0.81 580.189
0.06 995.26 4053.98 7452.01 2.45 0.33 0.44 -0.11 1.00 -0.04 0.96 -0.03 -0.81 580.689
-0.12 995.28 4053.98 7452.01 2.46 0.35 0.52 -0.12 1.01 -0.04 0.96 -0.03 -0.81 581.191
-0.23 995.30 4053.98 7452.01 2.40 0.45 0.37 -0.11 1.01 -0.04 0.96 -0.03 -0.81 581.692
0.12 995.26 4053.98 7452.01 2.40 0.36 0.40 -0.11 1.00 -0.04 0.97 -0.03 -0.81 582.193
0.09 995.26 4053.98 7452.01 2.62 0.44 0.51 -0.11 1.01 -0.04 0.96 -0.03 -0.80 582.694
0.32 995.23 4053.98 7452.01 2.12 0.18 0.51 -0.11 1.01 -0.04 0.96 -0.03 -0.81 583.195
-0.15 995.29 4053.98 7452.01 2.36 0.47 0.43 -0.11 1.01 -0.05 0.96 -0.03 -0.80 583.697
0.05 995.26 4053.98 7452.01 2.20 0.73 0.38 -0.11 1.01 -0.05 0.96 -0.03 -0.81 584.198
-0.07 995.28 4053.98 7452.01 2.35 0.77 0.56 -0.11 0.99 -0.04 0.96 -0.03 -0.81 584.699
0.07 995.26 4053.98 7452.01 2.50 1.72 0.22 -0.11 1.01 -0.05 0.96 -0.03 -0.81 585.199
-0.17 995.29 4053.98 7452.01 2.07 0.38 0.55 -0.11 1.00 -0.04 0.96 -0.03 -0.81 585.701
-0.02 995.27 4053.98 7452.01 2.49 0.11 0.12 -0.11 1.00 -0.04 0.96 -0.03 -0.80 586.203
-0.11 995.28 4053.98 7452.01 2.52 0.53 0.39 -0.11 1.01 -0.04 0.96 -0.03 -0.81 586.703
-0.04 995.27 4053.98 7452.01 2.35 0.43 0.52 -0.11 1.01 -0.04 0.96 -0.03 -0.81 587.204
0.26 995.24 4053.98 7452.01 1.94 0.41 0.46 -0.11 1.01 -0.05 0.96 -0.03 -0.81 587.704
-0.10 995.28 4053.98 7452.01 2.51 0.26 0.19 -0.11 1.01 -0.04 0.96 -0.03 -0.80 588.207
-0.04 995.27 4053.98 7452.01 2.31 0.37 0.58 -0.10 1.01 -0.04 0.96 -0.03 -0.81 588.707
-0.60 995.34 4053.98 7452.01 2.32 0.10 0.30 -0.11 1.00 -0.04 0.96 -0.03 -0.81 589.208
0.47 995.21 4053.98 7452.01 2.37 0.31 0.38 -0.10 1.01 -0.04 0.96 -0.04 -0.80 589.708
0.10 995.26 4053.98 7452.01 2.71 0.51 0.34 -0.11 1.01 -0.04 0.95 -0.03 -0.80 590.21
0.55 995.20 4053.98 7452.01 2.28 0.70 0.45 -0.11 1.01 -0.05 0.96 -0.03 -0.81 590.71
0.19 995.25 4053.98 7452.01 3.68 29.09 -1.99 -0.05 0.95 -0.01 0.98 -0.03 -0.82 591.213
0.30 995.23 4053.98 7452.01 -31.54 -35.02 48.46 -0.64 1.01 -0.28 0.82 -0.11 -0.71 591.717
0.44 995.22 4053.98 7452.01 -27.44 -97.41 110.60 -0.78 0.34 0.16 0.76 0.16 -0.54 592.22
0.59 995.20 4053.98 7452.01 -21.79 -101.42 -29.44 -0.28 -0.34 0.64 0.93 0.33 -0.34 592.722
0.68 995.19 4053.98 7452.01 -2.28 -10.43 -25.63 -0.64 -0.57 0.57 0.85 0.29 -0.32 593.221
0.57 995.20 4053.98 7452.01 10.80 40.43 17.76 -0.86 -0.45 0.57 0.81 0.27 -0.38 593.72
0.59 995.20 4053.98 7452.01 29.68 42.79 -3.39 -0.65 -0.29 0.59 0.87 0.31 -0.36 594.222
1.14 995.14 4053.98 7452.01 32.32 5.05 19.05 -0.90 -0.30 0.57 0.87 0.30 -0.32 594.721
0.63 995.19 4053.98 7452.01 16.95 4.71 15.35 -0.66 -0.38 0.63 0.90 0.31 -0.29 595.222
0.65 995.19 4053.98 7452.01 -19.56 -11.67 -8.23 -0.73 -0.29 0.66 0.90 0.32 -0.31 595.726
0.90 995.16 4053.98 7452.01 -5.61 94.10 -27.61 -0.80 0.03 0.57 0.86 0.30 -0.40 596.226
0.12 995.26 4053.98 7452.01 26.52 17.11 -13.24 -0.82 0.56 0.15 0.76 0.17 -0.55 596.726
1.28 995.12 4053.98 7452.01 -6.14 2.66 4.14 -0.86 0.46 0.27 0.82 0.19 -0.55 597.224
0.48 995.21 4053.98 7452.01 -22.76 -10.45 3.79 -0.85 0.59 0.18 0.81 0.17 -0.60 597.728
0.67 995.19 4053.98 7452.01 18.37 -34.78 8.65 -0.70 0.59 0.2 0.81 0.15 -0.63 598.228
-0.08 995.28 4053.98 7452.01 25.57 15.08 4.67 -0.91 0.42 0.25 0.77 0.18 -0.55 598.729
0.23 995.24 4053.98 7452.01 -2.81 3.05 14.32 -0.82 0.54 0.27 0.80 0.20 -0.56 599.229
0.20 995.25 4053.98 7452.01 -15.04 -13.27 17.99 -0.74 0.51 0.38 0.83 0.21 -0.60 599.734
0.14 995.25 4053.98 7452.01 5.92 -1.63 -7.79 -0.86 0.54 0.36 0.85 0.23 -0.59 600.232
0.45 995.22 4053.98 7452.01 -1.83 2.18 -4.40 -0.83 0.51 0.36 0.85 0.22 -0.59 600.733
0.45 995.22 4053.98 7452.01 1.51 5.06 2.32 -0.81 0.55 0.33 0.84 0.21 -0.59 601.232
0.36 995.23 4053.98 7452.01 0.38 1.47 -3.98 -0.81 0.56 0.35 0.84 0.22 -0.59 601.735
0.99 995.15 4053.98 7452.01 3.68 5.71 -1.75 -0.81 0.54 0.33 0.84 0.22 -0.59 602.235
0.69 995.19 4053.98 7452.01 2.70 2.85 -15.85 -0.82 0.57 0.23 0.83 0.20 -0.61 602.737
0.86 995.17 4053.98 7452.01 -1.78 -14.86 -46.60 -0.81 0.45 0.25 0.79 0.18 -0.57 603.241
0.41 995.22 4053.98 7452.01 29.65 -1.16 -17.94 -0.75 0.55 0.09 0.79 0.14 -0.61 603.742
1.05 995.15 4053.98 7452.01 57.88 47.31 10.65 -0.77 0.60 0.48 0.77 0.18 -0.53 604.241
0.36 995.23 4053.98 7452.01 -1.35 -9.37 -1.86 -0.76 0.45 0.48 0.77 0.22 -0.42 604.742
1.10 995.14 4053.98 7452.01 16.06 -23.24 24.56 -0.72 0.31 0.65 0.81 0.27 -0.36 605.244
0.54 995.21 4053.98 7452.01 13.27 19.93 35.11 -0.56 0.01 0.85 0.93 0.30 -0.23 605.745
1.23 995.12 4053.98 7452.01 11.23 -43.00 -26.67 -0.50 0.13 1.03 0.99 0.31 -0.21 606.247
1.81 995.06 4053.98 7452.01 -16.32 5.28 -17.75 -0.45 0.07 0.9 0.93 0.29 -0.21 606.747
1.14 995.13 4053.98 7452.01 9.57 -5.02 2.36 -0.51 0.02 0.94 0.94 0.30 -0.21 607.245
0.91 995.16 4053.98 7452.01 22.29 -23.20 -2.07 -0.28 -0.11 0.84 1.00 0.28 -0.16 607.751
1.23 995.13 4053.98 7452.01 12.96 -0.25 -28.66 -0.39 -0.25 0.92 0.96 0.23 -0.10 608.251
1.11 995.14 4053.98 7452.01 34.82 86.45 48.13 -0.46 -0.17 0.83 0.88 0.19 -0.11 608.751
0.98 995.15 4053.98 7452.01 32.52 46.56 2.84 -0.46 -0.44 0.89 0.81 0.15 -0.15 609.251
1.21 995.13 4053.98 7452.01 2.30 45.64 9.14 -0.53 -0.27 0.72 0.78 0.13 -0.17 609.752
1.34 995.11 4053.98 7452.01 13.13 38.47 -5.29 -0.64 -0.20 0.91 0.72 0.15 -0.32 610.254
0.80 995.18 4053.98 7452.01 33.27 21.48 29.58 -0.47 -0.29 0.8 0.74 0.19 -0.38 610.755
1.24 995.12 4053.98 7452.01 -12.98 -25.94 -14.49 -0.34 -0.15 0.8 0.77 0.22 -0.32 611.259
0.93 995.16 4053.98 7452.01 3.64 39.66 0.70 -0.41 -0.23 1.03 0.77 0.23 -0.36 611.756
0.69 995.19 4053.98 7452.01 13.90 -8.59 -11.27 -0.55 -0.14 1.13 0.77 0.23 -0.38 612.259
0.81 995.17 4053.98 7452.01 3.57 0.91 13.16 -0.47 -0.14 1.13 0.77 0.23 -0.35 612.757
1.02 995.15 4053.98 7452.01 25.34 -16.25 5.30 -0.73 -0.38 1.11 0.80 0.26 -0.35 613.26
0.63 995.20 4053.98 7452.01 10.60 4.31 -5.14 -0.43 -0.26 1.02 0.81 0.27 -0.34 613.761
0.85 995.17 4053.98 7452.01 2.34 -5.03 -1.45 -0.40 -0.18 0.93 0.78 0.24 -0.37 614.261
0.93 995.16 4053.98 7452.01 3.43 35.64 9.31 -0.40 -0.05 0.83 0.76 0.22 -0.40 614.761
0.77 995.18 4053.98 7452.02 42.18 1.10 22.65 -0.42 -0.15 0.89 0.79 0.24 -0.43 615.263
1.23 995.12 4053.98 7452.02 -1.04 32.63 5.45 -0.17 -0.30 0.57 0.78 0.23 -0.32 615.764
0.84 995.17 4053.98 7452.02 -6.35 3.57 -2.06 -0.33 -0.13 0.48 0.79 0.25 -0.41 616.265
0.67 995.19 4053.98 7452.02 -24.72 -18.22 6.40 -0.31 -0.07 0.65 0.77 0.23 -0.43 616.768
1.01 995.15 4053.98 7452.02 5.72 -6.17 -0.34 -0.32 0.04 0.49 0.76 0.22 -0.47 617.267
0.97 995.16 4053.98 7452.02 -13.21 -39.72 -14.93 -0.40 -0.05 0.52 0.74 0.18 -0.41 617.774
0.84 995.17 4053.98 7452.02 -3.08 20.57 19.33 -0.37 -0.09 0.61 0.74 0.19 -0.44 618.271
0.54 995.21 4053.98 7452.02 -16.66 -6.55 10.81 -0.29 0.06 0.88 0.78 0.24 -0.42 618.772
0.51 995.21 4053.98 7452.02 -8.77 5.71 12.07 -0.27 -0.03 0.79 0.81 0.26 -0.46 619.273
0.97 995.16 4053.98 7452.02 -13.27 -29.36 -7.80 -0.34 -0.30 1.02 0.82 0.26 -0.42 619.777
0.94 995.16 4053.98 7452.02 -4.78 13.21 9.85 -0.22 0.11 1.12 0.84 0.28 -0.48 620.273
1.20 995.13 4053.98 7452.02 -16.75 -67.53 -38.21 -0.69 -0.20 1.35 0.81 0.26 -0.43 620.779
0.72 995.19 4053.98 7452.02 -2.77 44.90 35.60 -0.47 -0.09 1.27 0.78 0.23 -0.44 621.278
0.36 995.23 4053.98 7452.02 13.90 -51.96 -9.86 -0.58 -0.25 1.33 0.84 0.28 -0.45 621.779
0.41 995.22 4053.98 7452.02 -4.66 10.78 12.82 -0.27 0.12 1.24 0.85 0.28 -0.50 622.278
0.53 995.21 4053.98 7452.02 13.70 -5.80 -16.57 -0.32 -0.12 1.09 0.87 0.29 -0.50 622.781
1.11 995.14 4053.98 7452.02 13.75 33.98 -10.70 -0.38 0.15 0.93 0.86 0.26 -0.54 623.282
1.39 995.11 4053.98 7452.02 9.24 -2.16 8.81 -0.31 0.02 0.87 0.90 0.28 -0.57 623.779
0.48 995.21 4053.98 7452.02 -4.41 -8.07 -4.51 -0.28 0.05 0.95 0.92 0.28 -0.56 624.282
1.27 995.12 4053.98 7452.02 31.06 43.45 2.64 -0.28 0.11 1.0 0.94 0.29 -0.57 624.782
1.24 995.12 4053.98 7452.02 54.57 19.37 -6.24 -0.41 -0.29 0.85 0.99 0.33 -0.50 625.286
0.88 995.17 4053.98 7452.02 -21.51 6.92 20.48 -0.31 -0.33 0.75 0.98 0.35 -0.41 625.786
1.01 995.15 4053.98 7452.02 -1.52 -9.56 -27.57 -0.41 -0.27 1.02 0.98 0.35 -0.43 626.288
1.45 995.10 4053.98 7452.02 18.51 -11.05 31.10 -0.45 -0.21 1.02 0.94 0.33 -0.46 626.789
1.18 995.13 4053.98 7452.02 30.33 20.67 6.55 -0.30 -0.33 0.8 1.00 0.35 -0.39 627.289
1.02 995.15 4053.98 7452.02 21.03 4.61 18.03 -0.01 -0.61 1.04 1.08 0.37 -0.39 627.789
1.27 995.12 4053.98 7452.02 50.39 63.67 -33.52 -0.40 -0.12 1.08 1.00 0.35 -0.47 628.292
0.99 995.15 4053.98 7452.02 -47.01 2.56 41.38 -0.29 -0.24 0.8 1.07 0.36 -0.47 628.792
0.96 995.16 4053.99 7452.02 -45.57 4.46 1.69 0.02 0.44 0.89 1.15 0.25 -0.69 629.291
1.37 995.11 4053.99 7452.02 -83.64 -32.55 6.86 -0.01 0.93 0.65 1.18 0.04 -0.82 629.794
0.78 995.18 4053.99 7452.02 64.82 -47.43 59.17 0.22 0.67 0.63 1.13 -0.05 -0.84 630.295
0.85 995.17 4053.99 7452.02 37.95 6.46 -5.71 -0.61 1.10 1.1 1.04 0.18 -0.75 630.794
0.66 995.19 4053.99 7452.02 2.98 12.14 34.06 -0.11 0.44 0.8 1.06 0.17 -0.75 631.296
0.67 995.19 4053.99 7452.02 20.68 33.47 -0.90 0.05 0.22 1.08 1.16 0.27 -0.66 631.796
0.73 995.18 4053.99 7452.02 -1.74 11.78 -6.62 0.21 0.07 0.9 1.26 0.27 -0.63 632.297
0.80 995.18 4053.99 7452.02 9.15 2.84 4.89 0.16 -0.05 1.01 1.27 0.28 -0.58 632.796
0.39 995.22 4053.99 7452.03 0.32 -11.63 -9.79 0.14 0.00 1.06 1.20 0.31 -0.58 633.299
-0.02 995.27 4053.99 7452.03 18.00 14.41 4.05 0.14 0.06 1.05 1.18 0.31 -0.58 633.8
0.55 995.21 4053.99 7452.03 -28.31 36.34 3.13 0.10 0.06 0.98 1.20 0.29 -0.61 634.301
1.05 995.15 4053.99 7452.03 43.04 92.46 8.72 0.05 0.01 1.08 1.34 0.29 -0.50 634.802
1.44 995.10 4053.99 7452.03 -25.46 73.25 11.44 0.18 -0.04 0.89 1.44 0.24 -0.37 635.307
0.66 995.19 4053.99 7452.03 -38.07 75.14 -27.63 0.09 -0.02 0.9 1.30 0.29 -0.23 635.808
0.59 995.20 4053.99 7452.03 26.59 1.24 20.51 0.06 -0.08 1.0 1.20 0.32 -0.22 636.306
1.04 995.15 4053.99 7452.03 -0.05 -92.16 -5.06 0.09 -0.10 0.99 1.32 0.30 -0.27 636.81
1.35 995.11 4053.99 7452.03 8.12 -69.12 27.91 0.14 -0.13 1.12 1.34 0.30 -0.37 637.309
0.72 995.19 4053.99 7452.03 41.57 -80.59 -12.82 0.10 0.04 0.9 1.28 0.31 -0.51 637.811
0.78 995.18 4053.99 7452.03 -4.15 -32.09 0.96 0.09 -0.11 1.01 1.26 0.32 -0.48 638.311
0.46 995.22 4053.99 7452.03 -10.43 -2.52 -1.44 -0.11 0.03 0.92 1.16 0.32 -0.55 638.814
0.83 995.17 4053.99 7452.03 2.31 12.01 1.19 0.14 -0.11 1.14 1.18 0.33 -0.55 639.311
0.35 995.23 4053.99 7452.03 -4.00 13.10 -2.46 -0.26 -0.62 1.13 1.22 0.34 -0.51 639.815
0.47 995.21 4053.99 7452.03 -8.28 15.33 3.99 0.10 -0.09 1.05 1.19 0.36 -0.52 640.314
0.28 995.24 4053.99 7452.03 19.66 3.62 16.29 0.04 -0.05 1.08 1.25 0.33 -0.52 640.816
0.51 995.21 4053.99 7452.03 -9.76 -34.46 -35.83 0.29 -0.19 1.08 1.27 0.34 -0.47 641.319
0.29 995.24 4053.99 7452.03 -14.55 -4.58 20.85 -0.23 0.03 0.98 0.96 0.31 -0.56 641.819
0.95 995.16 4053.99 7452.03 3.58 -18.24 -17.75 -0.29 0.03 1.01 0.91 0.28 -0.55 642.32
0.32 995.23 4053.99 7452.03 -11.98 12.95 10.42 -0.38 0.05 0.88 0.86 0.25 -0.57 642.822
1.51 995.09 4053.99 7452.03 4.09 6.05 -5.17 -0.35 0.11 0.95 0.89 0.26 -0.58 643.319
0.54 995.21 4053.99 7452.03 3.52 0.03 -8.49 -0.44 0.01 0.93 0.86 0.24 -0.58 643.82
0.41 995.22 4053.99 7452.03 0.38 -4.29 11.11 -0.51 0.18 0.82 0.82 0.19 -0.60 644.322
0.10 995.26 4053.99 7452.03 15.72 -27.50 -2.71 -0.28 0.05 0.96 0.88 0.25 -0.59 644.826
0.74 995.18 4053.99 7452.03 -24.00 -75.65 -13.61 -0.28 0.07 0.99 0.83 0.24 -0.55 645.328
0.60 995.20 4053.99 7452.03 -7.17 -2.45 18.84 -0.54 -0.09 0.81 0.75 0.17 -0.52 645.827
0.32 995.23 4053.99 7452.03 -25.44 -10.51 -24.51 -0.46 0.31 0.85 0.79 0.18 -0.58 646.33
-0.07 995.28 4053.99 7452.03 -5.38 -43.82 3.04 -0.66 0.19 0.9 0.72 0.11 -0.54 646.83
0.34 995.23 4053.99 7452.03 4.11 -20.01 22.36 0.39 -0.84 0.46 0.71 0.11 -0.51 647.329
0.73 995.18 4053.99 7452.03 16.49 -9.11 -9.77 -0.72 -0.01 0.78 0.73 0.16 -0.48 647.831
0.73 995.18 4053.99 7452.03 8.79 5.85 6.95 -0.46 0.08 0.81 0.74 0.17 -0.49 648.328
0.38 995.23 4053.99 7452.03 -19.47 9.95 14.16 -0.49 0.40 0.87 0.76 0.19 -0.50 648.833
0.74 995.18 4053.99 7452.03 42.52 -4.96 -23.21 -0.43 0.15 0.97 0.75 0.20 -0.45 649.334
0.38 995.23 4053.99 7452.03 8.51 -24.25 24.07 -0.54 0.05 0.85 0.74 0.18 -0.47 649.834
0.86 995.17 4053.99 7452.03 -6.63 13.75 -50.15 -0.37 0.29 0.85 0.79 0.19 -0.57 650.336
0.08 995.26 4053.99 7452.03 -36.15 -11.88 -7.27 -0.53 0.20 0.35 0.72 -0.02 -0.60 650.84
0.31 995.23 4053.99 7452.03 -27.05 -6.87 -9.18 -0.44 0.30 0.41 0.75 -0.07 -0.64 651.339
0.38 995.23 4053.99 7452.03 14.91 41.17 -26.45 -0.73 0.42 0.53 0.68 -0.04 -0.54 651.84
0.78 995.18 4053.99 7452.03 -2.09 5.36 -16.60 -0.82 0.32 0.42 0.70 -0.10 -0.57 652.341
0.91 995.16 4053.99 7452.03 -36.72 -27.59 0.37 -0.92 0.37 0.35 0.70 -0.10 -0.56 652.844
0.48 995.21 4053.99 7452.03 -9.08 29.06 -2.14 -0.92 0.55 0.3 0.69 -0.13 -0.53 653.343
0.64 995.19 4053.99 7452.03 5.50 3.63 2.08 -1.08 0.54 0.34 0.69 -0.14 -0.52 653.841
1.01 995.15 4053.99 7452.03 14.16 7.13 2.49 -1.24 0.65 0.35 0.69 -0.16 -0.53 654.344
0.75 995.18 4053.99 7452.03 2.94 3.66 -11.41 -1.12 0.57 0.23 0.71 -0.20 -0.55 654.845
0.55 995.21 4053.99 7452.03 -0.11 -2.71 12.88 -0.89 0.37 0.31 0.72 -0.22 -0.57 655.347
0.77 995.18 4053.99 7452.03 1.92 -8.39 -6.96 -0.83 0.49 0.22 0.72 -0.23 -0.56 655.847
0.33 995.23 4053.99 7452.03 8.72 4.82 14.02 -0.70 0.26 0.21 0.73 -0.24 -0.56 656.348
0.09 995.26 4053.99 7452.03 2.61 11.69 -10.32 -0.63 0.35 0.14 0.72 -0.24 -0.55 656.85
1.10 995.14 4053.99 7452.03 -4.07 -6.64 6.01 -0.76 0.36 0.15 0.72 -0.24 -0.54 657.35
0.41 995.22 4053.99 7452.03 -0.23 -3.65 4.51 -0.76 0.42 0.23 0.71 -0.18 -0.57 657.851
0.86 995.17 4053.99 7452.03 2.28 2.12 -1.56 -0.98 0.45 0.11 0.71 -0.22 -0.54 658.352
0.40 995.22 4053.99 7452.03 7.85 14.95 9.37 -0.86 0.54 0.19 0.71 -0.18 -0.56 658.852
0.62 995.20 4053.99 7452.03 -10.58 -24.81 -13.63 -1.10 0.63 0.16 0.71 -0.21 -0.54 659.358
0.72 995.18 4053.99 7452.03 10.30 27.44 9.93 -1.13 0.66 0.26 0.71 -0.19 -0.56 659.855
0.67 995.19 4053.99 7452.03 -1.82 -7.42 2.93 -1.11 0.60 0.21 0.70 -0.19 -0.55 660.357
0.78 995.18 4053.99 7452.03 -4.30 1.84 12.67 -0.89 0.46 0.34 0.70 -0.16 -0.53 660.857
0.61 995.20 4054.00 7452.03 -4.50 -13.11 -3.61 -0.85 0.52 0.29 0.69 -0.17 -0.54 661.36
0.91 995.16 4054.00 7452.03 13.76 -3.79 10.99 -0.85 0.26 0.32 0.70 -0.17 -0.53 661.86
0.75 995.18 4054.00 7452.03 1.78 10.50 1.68 -0.67 0.36 0.24 0.69 -0.18 -0.51 662.36
0.73 995.18 4054.00 7452.03 1.34 9.20 -8.93 -0.82 0.32 0.17 0.69 -0.19 -0.51 662.86
0.85 995.17 4054.00 7452.03 -12.36 16.71 -18.02 -0.80 0.44 0.15 0.71 -0.21 -0.54 663.365
0.69 995.19 4054.00 7452.03 -3.52 -12.33 6.26 -0.96 0.58 0.1 0.72 -0.23 -0.56 663.864
0.53 995.21 4054.00 7452.04 10.25 4.74 -14.39 -0.85 0.60 0.1 0.71 -0.19 -0.57 664.366
-0.07 995.28 4054.00 7452.04 0.75 -33.25 -6.69 -1.08 0.81 0.11 0.74 -0.25 -0.57 664.867
