alt barom GPS_La GPS_Lo Gx Gy Gz Ax Ay Az Mx My Mz t
2203.39 749.16 0 0 -14.45 -286.72 -20.86 0.14 0.04 -0.58 1.08 -0.47 -0.82 122.0
2200.39 749.44 0 0 199.04 -245.78 -105.27 -0.16 -0.28 -0.68 0.96 -0.67 -0.44 122.5
2190.52 750.36 0 0 -10.68 -237.34 63.80 0.29 0.11 -0.4 1.35 -0.44 -0.72 123.0
2187.90 750.61 0 0 286.68 -233.05 -66.75 -0.24 -0.22 -2.0 0.69 -0.51 -0.53 123.5
2179.45 751.40 0 0 34.17 -92.36 -38.81 0.03 0.17 -0.47 1.05 -0.69 -0.48 124.0
2173.97 751.91 0 0 11.36 -46.52 -177.21 0.04 0.17 -0.61 1.21 -0.68 -0.49 124.5
2165.96 752.66 0 0 27.88 -129.40 -31.58 0.04 -0.05 -2.0 1.37 -0.59 -0.44 125.0
2162.95 752.94 0 0 -123.09 -286.72 12.48 0.13 -0.06 -0.47 1.35 -0.59 -0.52 125.5
2158.54 753.36 0 0 43.23 -286.72 52.66 -0.12 -0.16 -0.72 0.95 -0.66 -0.38 126.0
2152.25 753.95 0 0 50.92 -75.63 -266.52 -0.04 -0.68 -1.66 0.81 -0.54 -0.64 126.5
2147.98 754.35 0 0 -55.08 4.04 -114.41 0.21 -0.60 -0.76 0.87 -0.54 -0.69 127.0
2141.42 754.97 0 0 -213.24 77.36 -74.63 -1.81 0.58 -2.0 0.88 -0.55 -0.67 127.5
2137.69 755.32 0 0 62.86 85.76 188.98 -0.55 0.16 -0.59 0.60 -0.34 -0.50 128.0
2130.44 756.00 0 0 -110.83 286.68 -135.55 -0.20 -0.02 -0.3 1.36 -0.56 -0.59 128.5
2125.27 756.49 0 0 121.59 286.68 -219.30 -0.05 0.36 -0.83 0.86 -0.56 -0.23 129.0
2119.00 757.08 0 0 -260.18 44.28 245.27 -0.11 0.17 -0.67 0.94 -0.66 -0.42 129.5
2112.85 757.66 0 0 46.42 -106.59 203.26 -0.10 0.31 -1.99 0.87 -0.59 -0.59 130.0
2109.28 757.99 0 0 -111.47 -116.61 16.85 0.02 0.34 -0.82 1.00 -0.54 -0.75 130.5
2100.36 758.84 0 0 117.77 -164.19 80.42 0.23 -0.30 -0.94 1.18 -0.68 -0.39 131.0
2096.46 759.20 0 0 87.68 -83.09 -208.03 0.28 0.21 0.76 1.32 -0.61 -0.56 131.5
2089.12 759.90 0 0 213.60 -115.32 -23.88 -0.32 1.52 -1.31 1.37 -0.58 -0.48 132.0
2084.99 760.29 0 0 -132.98 74.01 -89.52 -0.01 -0.43 -0.6 1.33 -0.60 -0.36 132.5
2078.71 760.88 0 0 -60.14 147.16 -46.63 -0.40 1.13 -1.2 0.97 -0.61 -0.66 133.0
2071.46 761.57 0 0 -58.79 93.05 97.64 2.00 -1.87 -2.0 1.04 -0.61 -0.21 133.5
2066.81 762.01 0 0 -98.29 -14.46 -184.26 -0.02 -0.75 -0.42 0.88 -0.56 -0.18 134.0
2058.72 762.78 0 0 -66.46 -126.15 -21.88 -1.26 0.11 -1.38 1.00 -0.56 -0.15 134.5
2051.76 763.44 0 0 -192.51 15.67 -40.69 -0.40 0.04 -0.68 1.20 -0.67 -0.39 135.0
2046.70 763.92 0 0 72.81 -21.58 102.41 -0.36 1.13 -1.39 1.12 -0.69 -0.47 135.5
2038.83 764.67 0 0 199.32 115.50 -15.24 -0.03 -0.88 -1.78 0.99 -0.57 -0.16 136.0
2034.55 765.07 0 0 -169.32 6.41 140.45 0.32 0.22 -0.49 1.19 -0.68 -0.44 136.5
2026.84 765.80 0 0 -214.32 -148.61 -15.62 0.09 -0.06 -0.24 1.36 -0.59 -0.41 137.0
2021.97 766.27 0 0 -144.92 -286.72 131.38 0.15 -0.34 -0.42 1.09 -0.63 -0.65 137.5
2015.77 766.86 0 0 -238.07 -286.72 75.60 -0.42 -1.29 -0.66 1.21 -0.61 -0.66 138.0
2014.58 766.97 0 0 122.20 -286.72 22.96 -0.77 -0.69 -0.44 1.14 -0.35 -0.87 138.5
2005.09 767.88 0 0 -157.15 -219.99 -256.18 0.09 -0.22 -2.0 1.20 -0.61 -0.23 139.0
1995.65 768.78 0 0 -125.57 -286.72 -268.24 0.25 -0.08 -0.83 1.13 -0.67 -0.56 139.5
1989.82 769.33 0 0 -36.18 -286.72 281.61 -0.38 -0.11 -1.98 1.19 -0.68 -0.45 140.0
1984.02 769.89 0 0 -171.01 -286.72 0.00 -1.20 -0.87 -2.0 0.82 -0.56 -0.24 140.5
1979.81 770.29 0 0 -100.34 137.91 -125.79 0.14 -0.52 -0.6 1.14 -0.48 -0.08 141.0
1972.78 770.96 0 0 -35.31 60.72 181.80 -0.33 0.21 -0.2 0.83 -0.61 -0.50 141.5
1964.61 771.74 0 0 115.92 286.68 -189.61 0.06 -0.62 -0.62 1.10 -0.66 -0.59 142.0
1958.91 772.29 0 0 26.98 124.77 197.37 0.09 0.18 -1.29 1.24 -0.63 -0.27 142.5
1952.95 772.86 0 0 -73.81 190.10 -163.02 0.09 -0.10 -0.87 0.92 -0.65 -0.35 143.0
1945.98 773.53 0 0 -182.39 138.71 58.10 0.25 0.57 -1.16 1.01 -0.64 -0.62 143.5
1940.09 774.09 0 0 -21.47 161.02 -126.07 0.18 -0.25 -0.58 1.22 -0.67 -0.45 144.0
1933.33 774.74 0 0 -93.91 165.24 -69.54 -0.28 1.28 -0.94 1.04 -0.68 -0.53 144.5
1924.67 775.57 0 0 5.28 135.53 -102.92 0.43 0.47 -0.63 1.22 -0.66 -0.36 145.0
1920.18 776.01 0 0 137.74 31.16 51.72 -0.29 -0.08 -0.4 0.89 -0.47 -0.10 145.5
1914.17 776.58 0 0 -286.72 -286.72 46.72 0.43 -1.25 -2.0 1.29 -0.64 -0.52 146.0
1911.25 776.87 0 0 48.48 -286.72 -93.07 0.58 0.27 -0.94 1.19 -0.51 -0.77 146.5
1902.16 777.74 0 0 112.62 -286.72 -57.41 0.01 -0.17 -1.05 1.35 -0.44 -0.75 147.0
1895.58 778.37 0 0 -4.92 -286.72 -79.66 0.01 0.05 -0.37 0.94 -0.66 -0.44 147.5
1889.27 778.98 0 0 -117.20 -286.72 -56.00 0.66 -0.38 -1.86 1.25 -0.64 -0.56 148.0
1881.94 779.69 0 0 -70.82 -286.72 36.62 0.11 -0.09 -0.39 1.35 -0.61 -0.43 148.5
1876.46 780.22 0 0 86.85 -286.72 19.92 0.59 -1.16 -2.0 1.21 -0.65 -0.32 149.0
1871.00 780.75 0 0 58.06 -286.72 -82.02 0.08 -0.21 -1.2 1.11 -0.68 -0.56 149.5
1864.10 781.41 0 0 99.70 -286.72 -99.97 -0.48 -0.59 -1.44 1.23 -0.67 -0.45 150.0
1858.94 781.91 0 0 85.24 -286.72 -7.50 -0.10 0.23 -0.46 0.78 -0.58 -0.48 150.5
1851.55 782.63 0 0 49.74 -265.49 197.76 0.55 -0.66 -0.67 1.28 -0.55 -0.20 151.0
1844.61 783.30 0 0 266.63 -192.29 174.79 -0.03 -0.13 -0.39 0.97 -0.66 -0.53 151.5
1838.94 783.85 0 0 -286.72 -286.72 -108.91 0.50 -0.52 -0.5 1.31 -0.48 -0.16 152.0
1831.25 784.59 0 0 286.68 -286.72 250.73 0.21 0.06 -0.81 1.28 -0.56 -0.22 152.5
1827.76 784.93 0 0 210.28 -286.72 -36.43 -0.33 0.37 -0.82 0.92 -0.65 -0.40 153.0
1817.40 785.94 0 0 -112.73 -245.43 -137.42 0.25 0.62 -0.57 1.35 -0.40 -0.76 153.5
1810.22 786.64 0 0 -248.43 -286.72 -96.47 0.96 0.19 -1.05 1.43 -0.48 -0.31 154.0
1806.47 787.00 0 0 77.15 -286.72 -77.39 -0.47 0.26 -0.52 1.01 -0.64 -0.61 154.5
1797.90 787.84 0 0 -31.07 -286.72 -51.63 0.52 0.31 -0.94 1.25 -0.66 -0.43 155.0
1794.89 788.13 0 0 -46.16 -286.72 -42.27 0.42 0.01 -0.67 1.23 -0.54 -0.73 155.5
1789.51 788.65 0 0 23.57 -286.72 26.94 -0.16 -0.19 -1.4 1.09 -0.64 -0.25 156.0
1785.31 789.06 0 0 58.88 -194.34 -17.90 0.20 -0.09 -0.57 0.99 -0.67 -0.38 156.5
1779.89 789.59 0 0 68.21 -133.17 -16.41 -0.14 -0.12 -0.3 0.95 -0.52 -0.13 157.0
1772.24 790.34 0 0 -72.59 -74.03 96.07 0.11 0.37 -0.9 1.10 -0.50 -0.10 157.5
1766.23 790.92 0 0 65.41 51.10 -82.72 0.05 -0.08 -0.8 1.12 -0.68 -0.38 158.0
1757.48 791.78 0 0 15.18 96.16 -79.06 -0.06 -0.24 -0.8 1.06 -0.63 -0.24 158.5
1752.33 792.28 0 0 -6.40 -55.35 159.39 -0.02 -0.13 -0.56 1.03 -0.53 -0.11 159.0
1746.50 792.85 0 0 -155.37 -121.04 170.67 -0.04 -0.41 -0.65 1.03 -0.60 -0.19 159.5
1744.61 793.04 0 0 91.29 42.28 -98.30 -0.18 0.39 -0.77 1.06 -0.66 -0.61 160.0
1734.53 794.02 0 0 189.76 135.63 -102.64 0.12 0.16 -1.17 1.25 -0.66 -0.49 160.5
1725.25 794.93 0 0 58.19 93.58 81.18 -0.42 -0.10 -1.66 1.10 -0.56 -0.14 161.0
1718.37 795.61 0 0 27.16 -4.88 228.76 0.00 -0.34 -1.36 0.95 -0.64 -0.31 161.5
1715.43 795.90 0 0 4.59 68.00 154.75 -0.29 -0.59 -1.34 0.72 -0.47 -0.26 162.0
1709.67 796.46 0 0 49.91 110.69 55.76 0.09 -0.27 -0.7 0.88 -0.58 -0.66 162.5
1702.21 797.20 0 0 0.84 152.35 127.57 0.37 -0.30 -1.74 1.37 -0.59 -0.44 163.0
1697.61 797.65 0 0 107.58 191.91 39.03 -0.27 -0.01 -0.36 0.97 -0.67 -0.43 163.5
1687.17 798.67 0 0 43.02 286.68 -144.22 0.42 -0.04 -0.71 1.15 -0.68 -0.39 164.0
1685.47 798.84 0 0 -151.58 189.88 -62.72 0.15 -0.22 -0.25 1.18 -0.66 -0.56 164.5
1677.32 799.64 0 0 -26.19 204.98 -85.65 0.92 0.44 -1.06 1.26 -0.59 -0.65 165.0
1674.04 799.97 0 0 31.29 39.48 -243.85 -0.15 0.35 -1.06 1.27 -0.53 -0.75 165.5
1666.79 800.68 0 0 35.86 -110.18 -94.30 -0.12 -0.36 -0.72 0.96 -0.56 -0.72 166.0
1658.86 801.46 0 0 -164.93 -105.39 0.64 0.08 -0.08 -0.65 1.04 -0.64 -0.63 166.5
1652.12 802.13 0 0 -106.56 -11.75 -95.65 0.17 0.24 -0.28 1.02 -0.66 -0.58 167.0
1645.25 802.81 0 0 -119.36 12.11 -67.09 -0.08 0.07 -1.5 0.87 -0.62 -0.35 167.5
1640.95 803.23 0 0 94.39 17.46 34.63 -0.15 -0.11 -0.78 0.77 -0.55 -0.34 168.0
1632.63 804.06 0 0 22.88 85.34 -54.71 -0.50 -0.03 -0.34 0.90 -0.64 -0.51 168.5
1626.67 804.65 0 0 217.65 154.53 -55.69 -0.27 -0.13 -1.34 0.92 -0.65 -0.41 169.0
1621.19 805.19 0 0 32.55 121.97 2.63 -0.30 -0.32 -1.14 0.91 -0.62 -0.58 169.5
1612.70 806.03 0 0 4.91 117.14 20.50 -0.52 0.11 -1.9 1.17 -0.67 -0.56 170.0
1606.44 806.65 0 0 159.27 153.04 30.27 -0.26 -0.49 -1.43 1.18 -0.67 -0.35 170.5
1601.52 807.14 0 0 -61.19 121.54 94.27 -0.20 0.01 -1.07 0.85 -0.52 -0.19 171.0
1595.60 807.73 0 0 68.87 87.70 32.42 0.10 0.66 -1.19 0.92 -0.60 -0.64 171.5
1589.92 808.29 0 0 -63.91 164.94 5.84 0.16 -0.61 -0.92 1.22 -0.67 -0.51 172.0
1581.94 809.09 0 0 -34.34 167.86 31.08 0.07 0.28 -0.13 1.20 -0.68 -0.47 172.5
1574.65 809.81 0 0 31.42 208.79 -12.13 -0.09 0.28 -0.28 1.23 -0.64 -0.27 173.0
1569.15 810.36 0 0 -92.04 195.63 -183.58 -0.73 0.67 -1.68 0.76 -0.56 -0.44 173.5
1562.65 811.01 0 0 99.32 209.34 -80.43 0.07 0.39 -0.81 1.02 -0.59 -0.71 174.0
1556.52 811.62 0 0 9.10 126.36 -286.72 -0.28 0.81 -0.68 1.09 -0.61 -0.70 174.5
1549.87 812.28 0 0 -49.24 -96.76 70.75 -0.30 0.17 -0.59 1.00 -0.67 -0.50 175.0
1544.71 812.80 0 0 -191.15 -57.87 47.24 -0.12 0.53 -0.47 1.11 -0.46 -0.82 175.5
1537.76 813.49 0 0 -18.29 56.03 -245.82 -0.52 -0.29 -1.64 0.77 -0.51 -0.64 176.0
1531.13 814.15 0 0 129.10 -166.31 130.95 -0.25 -0.78 -2.0 0.85 -0.60 -0.32 176.5
1524.64 814.80 0 0 -154.31 67.89 -50.24 0.41 -0.88 -0.79 1.03 -0.69 -0.39 177.0
1516.38 815.63 0 0 -42.71 88.86 -216.93 -0.32 1.54 -0.75 1.03 -0.68 -0.42 177.5
1511.71 816.10 0 0 84.70 -116.91 30.58 -0.19 0.18 -0.53 1.14 -0.66 -0.30 178.0
1504.92 816.78 0 0 -46.21 -117.92 44.30 0.18 -0.40 -0.56 1.35 -0.59 -0.31 178.5
1497.88 817.48 0 0 17.91 -125.40 12.18 0.28 0.68 -1.11 1.38 -0.52 -0.65 179.0
1492.38 818.03 0 0 74.75 -153.75 63.23 0.14 0.18 -0.39 1.05 -0.67 -0.59 179.5
1487.50 818.52 0 0 44.11 -163.15 69.32 0.05 1.05 -0.95 0.73 -0.52 -0.51 180.0
1481.65 819.11 0 0 -3.26 -59.18 10.56 -0.13 -0.31 -0.18 0.69 -0.49 -0.40 180.5
1472.47 820.03 0 0 54.71 -102.18 176.77 -0.21 0.31 -0.4 0.83 -0.61 -0.42 181.0
1465.64 820.72 0 0 68.39 -107.71 106.86 0.20 0.14 0.49 1.31 -0.63 -0.35 181.5
1459.81 821.31 0 0 -35.18 36.83 -90.08 -0.19 -0.05 -1.16 1.06 -0.59 -0.17 182.0
1453.71 821.92 0 0 -6.99 45.53 4.37 -0.45 -0.02 -0.41 0.82 -0.54 -0.24 182.5
1446.11 822.69 0 0 -71.97 -115.22 133.70 1.20 0.79 -0.6 1.21 -0.67 -0.36 183.0
1443.55 822.95 0 0 66.98 -138.20 -55.15 -0.04 0.42 -0.64 1.34 -0.60 -0.57 183.5
1434.01 823.91 0 0 6.81 -205.21 135.33 -0.22 0.44 -0.66 1.21 -0.67 -0.55 184.0
1428.60 824.45 0 0 -100.93 -172.87 -104.33 0.16 -0.06 -0.27 1.13 -0.62 -0.68 184.5
1422.50 825.07 0 0 -81.51 -286.72 85.84 0.45 -0.83 -0.32 1.28 -0.62 -0.30 185.0
1418.63 825.46 0 0 171.05 -286.72 110.39 -0.07 -0.82 -0.43 0.74 -0.36 -0.13 185.5
1411.32 826.20 0 0 186.78 -286.72 29.38 0.18 -1.08 -0.67 1.32 -0.63 -0.52 186.0
1401.58 827.19 0 0 -49.87 -187.85 -159.63 0.79 0.50 -1.02 1.19 -0.66 -0.59 186.5
1398.38 827.51 0 0 -47.75 -286.72 131.11 -0.44 0.13 -0.43 1.03 -0.68 -0.52 187.0
1393.15 828.04 0 0 55.83 -286.72 -31.53 -1.01 -0.69 -0.73 0.69 -0.28 -0.14 187.5
1384.81 828.89 0 0 -286.72 -134.73 -15.75 0.77 -0.76 -1.94 1.31 -0.64 -0.49 188.0
1378.77 829.50 0 0 160.85 -260.09 51.57 -0.26 -0.00 -0.4 0.86 -0.63 -0.38 188.5
1371.30 830.26 0 0 79.77 -120.28 -178.14 -0.01 0.48 -0.53 1.09 -0.69 -0.39 189.0
1366.54 830.74 0 0 105.66 -66.67 188.05 0.22 -0.56 -0.73 1.32 -0.47 -0.14 189.5
1360.35 831.37 0 0 -110.87 -134.49 91.47 0.31 0.21 -0.89 1.35 -0.62 -0.45 190.0
1354.14 832.00 0 0 217.25 -22.36 37.33 0.41 1.19 -1.47 1.10 -0.68 -0.57 190.5
1346.74 832.75 0 0 -16.28 109.00 86.94 -0.20 -0.10 -1.31 1.16 -0.69 -0.43 191.0
1341.24 833.31 0 0 32.37 119.06 85.36 0.06 -0.25 -0.62 1.23 -0.56 -0.17 191.5
1334.21 834.03 0 0 21.25 156.97 3.89 -0.18 0.45 -2.0 1.03 -0.68 -0.41 192.0
1328.65 834.60 0 0 58.39 232.12 -23.76 -0.06 -0.17 -0.74 0.83 -0.60 -0.44 192.5
1322.01 835.28 0 0 95.64 245.89 -38.91 0.33 0.28 -2.0 1.33 -0.57 -0.66 193.0
1316.90 835.80 0 0 76.99 181.51 -47.50 -0.41 0.16 -0.55 0.93 -0.60 -0.25 193.5
1308.58 836.65 0 0 36.11 142.47 1.67 -0.03 -0.20 -0.48 0.93 -0.64 -0.34 194.0
1301.57 837.36 0 0 225.67 127.76 65.70 0.49 -2.00 -1.04 0.98 -0.67 -0.49 194.5
1295.71 837.96 0 0 -201.18 170.81 93.23 -0.25 -1.13 -0.9 1.05 -0.69 -0.39 195.0
1290.78 838.47 0 0 -22.82 134.72 -158.18 0.07 0.13 -0.31 1.36 -0.59 -0.31 195.5
1282.37 839.33 0 0 -139.20 277.43 -43.31 -0.61 0.70 -0.32 0.95 -0.66 -0.47 196.0
1276.02 839.98 0 0 -127.72 286.68 -150.62 -0.20 -0.66 -0.76 1.17 -0.68 -0.54 196.5
1271.87 840.41 0 0 22.65 286.68 -8.75 0.18 0.29 -2.0 0.77 -0.52 -0.61 197.0
1264.36 841.18 0 0 81.37 286.68 -39.62 -0.01 -0.26 -0.42 1.24 -0.61 -0.23 197.5
1257.47 841.88 0 0 134.17 214.41 65.47 0.06 -0.11 -0.59 1.02 -0.67 -0.41 198.0
